date_rec|state|p_pos|positive_daily_cases_cvt|negative_daily_cases_cvt|pending_daily_cases_cvt|p_pend|total_daily_cases_cvt
2020-03-23|AK|2.27|22|946|NA|NA|968
2020-03-24|AK|3.52|36|986|NA|NA|1022
2020-03-25|AK|2.48|42|1649|NA|NA|1691
2020-03-26|AK|3.17|59|1801|NA|NA|1860
2020-03-27|AK|2.87|69|2319|13|0.54|2401
2020-03-28|AK|2.91|85|2836|NA|NA|2921
2020-03-29|AK|3.06|102|3232|NA|NA|3334
2020-03-30|AK|3.12|114|3540|NA|NA|3654
2020-03-31|AK|3.2|119|3594|NA|NA|3713
2020-04-01|AK|2.89|133|4470|NA|NA|4603
2020-04-02|AK|2.85|143|4879|NA|NA|5022
2020-04-03|AK|2.61|157|5859|NA|NA|6016
2020-04-04|AK|2.83|171|5869|NA|NA|6040
2020-04-05|AK|2.94|185|6099|NA|NA|6284
2020-04-06|AK|2.77|191|6692|NA|NA|6883
2020-04-07|AK|3.08|213|6700|NA|NA|6913
2020-04-08|AK|3.2|226|6842|NA|NA|7068
2020-04-09|AK|3.25|235|6988|NA|NA|7223
2020-04-10|AK|3.31|246|7186|NA|NA|7432
2020-04-11|AK|3.32|257|7475|NA|NA|7732
2020-04-12|AK|3.38|272|7766|NA|NA|8038
2020-04-13|AK|3.54|277|7553|NA|NA|7830
2020-04-14|AK|3.41|285|8063|NA|NA|8348
2020-04-15|AK|3.38|293|8371|NA|NA|8664
2020-04-16|AK|3.43|300|8435|NA|NA|8735
2020-04-17|AK|3.27|309|9141|NA|NA|9450
2020-04-18|AK|3.25|314|9341|NA|NA|9655
2020-04-19|AK|3.22|319|9576|NA|NA|9895
2020-04-20|AK|3.17|321|9803|NA|NA|10124
2020-04-21|AK|2.96|329|10790|NA|NA|11119
2020-04-22|AK|2.76|335|11824|NA|NA|12159
2020-04-23|AK|2.77|337|11824|NA|NA|12161
2020-04-24|AK|2.76|339|11942|NA|NA|12281
2020-04-25|AK|2.15|339|15393|NA|NA|15732
2020-04-26|AK|2.11|341|15836|NA|NA|16177
2020-04-27|AK|2.12|345|15911|NA|NA|16256
2020-04-28|AK|2.05|351|16738|NA|NA|17089
2020-04-29|AK|1.86|355|18764|NA|NA|19119
2020-04-30|AK|1.86|355|18764|NA|NA|19119
2020-05-01|AK|1.79|364|19961|NA|NA|20325
2020-05-02|AK|1.71|365|21034|NA|NA|21399
2020-05-03|AK|1.71|368|21210|NA|NA|21578
2020-05-04|AK|1.7|370|21353|NA|NA|21723
2020-05-05|AK|1.63|371|22321|NA|NA|22692
2020-05-06|AK|1.57|372|23283|NA|NA|23655
2020-05-07|AK|1.54|374|23967|NA|NA|24341
2020-05-08|AK|1.48|377|25096|NA|NA|25473
2020-05-09|AK|1.43|378|26071|NA|NA|26449
2020-05-10|AK|1.39|379|26985|NA|NA|27364
2020-05-11|AK|1.33|381|28299|NA|NA|28680
2020-05-12|AK|1.28|383|29578|NA|NA|29961
2020-05-13|AK|1.25|383|30266|NA|NA|30649
2020-05-14|AK|1.22|387|31375|NA|NA|31762
2020-05-15|AK|1.2|388|32030|NA|NA|32418
2020-05-16|AK|1.18|392|32889|NA|NA|33281
2020-05-17|AK|1.14|396|34255|NA|NA|34651
2020-05-18|AK|1.12|399|35212|NA|NA|35611
2020-05-19|AK|1.1|399|35981|NA|NA|36380
2020-05-20|AK|1.09|402|36643|NA|NA|37045
2020-05-21|AK|1.02|402|39143|NA|NA|39545
2020-05-22|AK|0.97|404|41042|NA|NA|41446
2020-05-23|AK|0.96|408|41943|NA|NA|42351
2020-05-24|AK|0.94|408|43099|NA|NA|43507
2020-05-25|AK|0.92|409|44063|NA|NA|44472
2020-05-26|AK|0.91|411|44553|NA|NA|44964
2020-05-27|AK|0.89|412|45951|NA|NA|46363
2020-05-28|AK|0.89|425|47545|NA|NA|47970
2020-05-29|AK|0.87|430|49009|NA|NA|49439
2020-05-30|AK|0.84|434|51261|NA|NA|51695
2020-05-31|AK|0.84|434|51261|NA|NA|51695
2020-06-01|AK|0.86|467|53723|NA|NA|54190
2020-06-02|AK|0.87|487|55716|NA|NA|56203
2020-06-03|AK|0.87|505|57677|NA|NA|58182
2020-06-04|AK|0.85|513|59584|NA|NA|60097
2020-06-05|AK|0.86|524|60466|NA|NA|60990
2020-06-06|AK|0.84|536|63365|NA|NA|63901
2020-06-07|AK|0.84|544|64360|NA|NA|64904
2020-06-08|AK|0.85|563|65349|NA|NA|65912
2020-06-09|AK|0.86|573|66317|NA|NA|66890
2020-06-10|AK|0.88|593|67127|NA|NA|67720
2020-06-11|AK|0.89|611|68400|NA|NA|69011
2020-06-12|AK|0.88|625|70255|NA|NA|70880
2020-06-13|AK|0.91|654|71149|NA|NA|71803
2020-06-14|AK|0.9|661|72806|NA|NA|73467
2020-06-15|AK|0.89|664|73773|NA|NA|74437
2020-06-16|AK|0.89|676|75539|NA|NA|76215
2020-06-17|AK|0.9|696|77013|NA|NA|77709
2020-06-18|AK|0.87|708|80477|NA|NA|81185
2020-06-19|AK|0.86|722|82909|NA|NA|83631
2020-06-20|AK|0.85|743|86175|NA|NA|86918
2020-06-21|AK|0.86|755|87296|NA|NA|88051
2020-06-22|AK|0.84|761|90063|NA|NA|90824
2020-06-23|AK|0.84|778|92169|NA|NA|92947
2020-06-24|AK|0.82|792|95304|NA|NA|96096
2020-06-25|AK|0.82|816|98636|NA|NA|99452
2020-03-23|AL|9.12|167|1665|NA|NA|1832
2020-03-24|AL|9.26|215|2106|NA|NA|2321
2020-03-25|AL|10.06|283|2529|NA|NA|2812
2020-03-26|AL|12.34|506|3593|NA|NA|4099
2020-03-27|AL|12.3|587|4184|NA|NA|4771
2020-03-28|AL|14.26|696|4184|NA|NA|4880
2020-03-29|AL|16.15|806|4184|NA|NA|4990
2020-03-30|AL|13.11|859|5694|NA|NA|6553
2020-03-31|AL|13.48|981|6298|NA|NA|7279
2020-04-01|AL|13.85|1077|6697|NA|NA|7774
2020-04-02|AL|14.11|1233|7503|NA|NA|8736
2020-04-03|AL|14.89|1432|8187|NA|NA|9619
2020-04-04|AL|14.56|1580|9273|NA|NA|10853
2020-04-05|AL|13.73|1796|11282|NA|NA|13078
2020-04-06|AL|13.33|1968|12797|NA|NA|14765
2020-04-07|AL|14.21|2119|12797|NA|NA|14916
2020-04-08|AL|12.39|2369|16753|NA|NA|19122
2020-04-09|AL|13.3|2769|18058|NA|NA|20827
2020-04-10|AL|14.12|2968|18058|NA|NA|21026
2020-04-11|AL|15.02|3191|18058|NA|NA|21249
2020-04-12|AL|16.33|3525|18058|NA|NA|21583
2020-04-13|AL|12.8|3734|25448|NA|NA|29182
2020-04-14|AL|11.7|3876|29241|NA|NA|33117
2020-04-15|AL|12.07|4113|29964|NA|NA|34077
2020-04-16|AL|11.94|4345|32046|NA|NA|36391
2020-04-17|AL|11.97|4530|33318|NA|NA|37848
2020-04-18|AL|10.94|4655|37883|NA|NA|42538
2020-04-19|AL|10.58|4837|40875|NA|NA|45712
2020-04-20|AL|10.95|5025|40875|NA|NA|45900
2020-04-21|AL|10.78|5231|43295|NA|NA|48526
2020-04-22|AL|11.21|5465|43295|NA|NA|48760
2020-04-23|AL|10.98|5778|46863|NA|NA|52641
2020-04-24|AL|11.07|5832|46863|NA|NA|52695
2020-04-25|AL|8.6|6137|65207|NA|NA|71344
2020-04-26|AL|8.52|6270|67281|NA|NA|73551
2020-04-27|AL|8.78|6499|67498|NA|NA|73997
2020-04-28|AL|8.82|6687|69140|NA|NA|75827
2020-04-29|AL|8.5|6842|73607|NA|NA|80449
2020-04-30|AL|8.05|7019|80177|NA|NA|87196
2020-05-01|AL|7.79|7158|84775|NA|NA|91933
2020-05-02|AL|8.06|7434|84775|NA|NA|92209
2020-05-03|AL|8.35|7725|84775|NA|NA|92500
2020-05-04|AL|7.78|8025|95092|NA|NA|103117
2020-05-05|AL|7.76|8285|98481|NA|NA|106766
2020-05-06|AL|7.84|8581|100935|NA|NA|109516
2020-05-07|AL|7.73|8898|106275|NA|NA|115173
2020-05-08|AL|7.68|9221|110893|NA|NA|120114
2020-05-09|AL|7.62|9567|115927|NA|NA|125494
2020-05-10|AL|7.67|9777|117644|NA|NA|127421
2020-05-11|AL|7.73|10009|119435|NA|NA|129444
2020-05-12|AL|7.74|10310|122908|NA|NA|133218
2020-05-13|AL|7.79|10617|125755|NA|NA|136372
2020-05-14|AL|7.72|10968|131017|NA|NA|141985
2020-05-15|AL|7.68|11216|134847|NA|NA|146063
2020-05-16|AL|7.51|11523|141971|NA|NA|153494
2020-05-17|AL|7.53|11771|144579|NA|NA|156350
2020-05-18|AL|7.69|12086|145037|NA|NA|157123
2020-05-19|AL|7.85|12376|145190|NA|NA|157566
2020-05-20|AL|7.75|12744|151706|NA|NA|164450
2020-05-21|AL|7.68|13119|157620|NA|NA|170739
2020-05-22|AL|7.63|13563|164205|NA|NA|177768
2020-05-23|AL|7.63|13938|168738|NA|NA|182676
2020-05-24|AL|7.71|14327|171472|NA|NA|185799
2020-05-25|AL|7.74|14730|175585|NA|NA|190315
2020-05-26|AL|7.95|15396|178363|NA|NA|193759
2020-05-27|AL|8.09|15843|179951|NA|NA|195794
2020-05-28|AL|8.14|16310|184171|NA|NA|200481
2020-05-29|AL|8.05|16823|192060|NA|NA|208883
2020-05-30|AL|8.18|17359|194842|NA|NA|212201
2020-05-31|AL|8.23|17903|199650|NA|NA|217553
2020-06-01|AL|8.22|18363|205160|NA|NA|223523
2020-06-02|AL|8.33|18642|205160|NA|NA|223802
2020-06-03|AL|8.14|18851|212743|NA|NA|231594
2020-06-04|AL|8.11|19072|216227|NA|NA|235299
2020-06-05|AL|8.1|19387|220086|NA|NA|239473
2020-06-06|AL|8.16|20043|225601|NA|NA|245644
2020-06-07|AL|7.9|20500|239066|NA|NA|259566
2020-06-08|AL|8.05|20925|239066|NA|NA|259991
2020-06-09|AL|8|21422|246317|NA|NA|267739
2020-06-10|AL|8.05|21989|251068|NA|NA|273057
2020-06-11|AL|8.19|22845|255981|NA|NA|278826
2020-06-12|AL|8.28|23710|262675|NA|NA|286385
2020-06-13|AL|8.39|24601|268651|NA|NA|293252
2020-06-14|AL|8.61|25615|271840|NA|NA|297455
2020-06-15|AL|8.68|26272|276402|NA|NA|302674
2020-06-16|AL|8.81|26912|278512|NA|NA|305424
2020-06-17|AL|8.79|27312|283411|NA|NA|310723
2020-06-18|AL|8.75|28206|294328|NA|NA|322534
2020-06-19|AL|8.75|29002|302323|NA|NA|331325
2020-06-20|AL|8.7|29549|309974|NA|NA|339523
2020-06-21|AL|8.71|30021|314657|NA|NA|344678
2020-06-22|AL|8.72|30454|318656|NA|NA|349110
2020-06-23|AL|8.78|31097|322941|NA|NA|354038
2020-06-24|AL|8.94|32064|326695|NA|NA|358759
2020-06-25|AL|8.99|33206|336252|NA|NA|369458
2020-03-23|AR|16.11|174|906|NA|NA|1080
2020-03-24|AR|18.71|218|947|NA|NA|1165
2020-03-25|AR|16.31|280|1437|NA|NA|1717
2020-03-26|AR|18.22|335|1504|NA|NA|1839
2020-03-27|AR|19.78|381|1545|NA|NA|1926
2020-03-28|AR|12.09|404|2938|NA|NA|3342
2020-03-29|AR|12.34|426|3027|NA|NA|3453
2020-03-30|AR|8.25|473|5262|NA|NA|5735
2020-03-31|AR|8.07|523|5959|NA|NA|6482
2020-04-01|AR|7.36|584|7354|NA|NA|7938
2020-04-02|AR|7.54|643|7880|NA|NA|8523
2020-04-03|AR|7.26|704|8995|NA|NA|9699
2020-04-04|AR|7.16|743|9627|NA|NA|10370
2020-04-05|AR|7.38|830|10412|NA|NA|11242
2020-04-06|AR|6.81|875|11970|NA|NA|12845
2020-04-07|AR|6.94|946|12692|NA|NA|13638
2020-04-08|AR|6.88|1000|13530|NA|NA|14530
2020-04-09|AR|7.48|1119|13832|NA|NA|14951
2020-04-10|AR|6.84|1171|15949|NA|NA|17120
2020-04-11|AR|6.6|1226|17352|NA|NA|18578
2020-04-12|AR|6.49|1280|18442|NA|NA|19722
2020-04-13|AR|6.78|1410|19394|NA|NA|20804
2020-04-14|AR|7|1480|19651|NA|NA|21131
2020-04-15|AR|7.19|1569|20265|NA|NA|21834
2020-04-16|AR|7.14|1620|21055|NA|NA|22675
2020-04-17|AR|7.21|1695|21799|NA|NA|23494
2020-04-18|AR|7.2|1739|22402|NA|NA|24141
2020-04-19|AR|7.36|1781|22428|NA|NA|24209
2020-04-20|AR|7.24|1923|24630|NA|NA|26553
2020-04-21|AR|8.12|2227|25214|NA|NA|27441
2020-04-22|AR|7.66|2276|27437|NA|NA|29713
2020-04-23|AR|7.8|2465|29125|NA|NA|31590
2020-04-24|AR|7.7|2741|32837|NA|NA|35578
2020-04-25|AR|7.43|2829|35224|NA|NA|38053
2020-04-26|AR|7.45|2941|36528|NA|NA|39469
2020-04-27|AR|7.46|3017|37440|NA|NA|40457
2020-04-28|AR|7.65|3111|37560|NA|NA|40671
2020-04-29|AR|7.02|3192|42257|NA|NA|45449
2020-04-30|AR|6.73|3255|45124|NA|NA|48379
2020-05-01|AR|6.69|3321|46355|NA|NA|49676
2020-05-02|AR|6.54|3372|48210|NA|NA|51582
2020-05-03|AR|6.49|3431|49459|NA|NA|52890
2020-05-04|AR|6.35|3458|50984|NA|NA|54442
2020-05-05|AR|6.4|3496|51139|NA|NA|54635
2020-05-06|AR|6.05|3568|55435|NA|NA|59003
2020-05-07|AR|6.02|3611|56384|NA|NA|59995
2020-05-08|AR|5.77|3694|60300|NA|NA|63994
2020-05-09|AR|5.72|3747|61781|NA|NA|65528
2020-05-10|AR|5.72|3747|61781|NA|NA|65528
2020-05-11|AR|5.84|4034|64996|NA|NA|69030
2020-05-12|AR|5.91|4164|66280|NA|NA|70444
2020-05-13|AR|5.69|4164|69051|NA|NA|73215
2020-05-14|AR|5.59|4236|71582|NA|NA|75818
2020-05-15|AR|5.47|4463|77066|NA|NA|81529
2020-05-16|AR|5.61|4578|77066|NA|NA|81644
2020-05-17|AR|5.59|4759|80426|NA|NA|85185
2020-05-18|AR|5.65|4813|80426|NA|NA|85239
2020-05-19|AR|5.25|4923|88778|NA|NA|93701
2020-05-20|AR|5.2|5003|91255|NA|NA|96258
2020-05-21|AR|5.5|5458|93818|NA|NA|99276
2020-05-22|AR|5.45|5612|97435|NA|NA|103047
2020-05-23|AR|5.45|5612|97435|NA|NA|103047
2020-05-24|AR|5.45|5922|102659|NA|NA|108581
2020-05-25|AR|5.4|6029|105593|NA|NA|111622
2020-05-26|AR|5.53|6180|105593|NA|NA|111773
2020-05-27|AR|5.43|6277|109319|NA|NA|115596
2020-05-28|AR|5.5|6538|112364|NA|NA|118902
2020-05-29|AR|5.46|6538|113230|NA|NA|119768
2020-05-30|AR|5.54|7013|119484|NA|NA|126497
2020-05-31|AR|5.6|7253|122262|NA|NA|129515
2020-06-01|AR|5.59|7443|125793|NA|NA|133236
2020-06-02|AR|5.59|7443|125793|NA|NA|133236
2020-06-03|AR|5.66|8067|134413|NA|NA|142480
2020-06-04|AR|5.66|8067|134413|NA|NA|142480
2020-06-05|AR|5.86|8651|138960|NA|NA|147611
2020-06-06|AR|5.81|9101|147656|NA|NA|156757
2020-06-07|AR|5.88|9426|150847|NA|NA|160273
2020-06-08|AR|6.07|9740|150847|NA|NA|160587
2020-06-09|AR|6.08|10080|155701|NA|NA|165781
2020-06-10|AR|5.88|10368|165849|NA|NA|176217
2020-06-11|AR|6.12|10816|165849|NA|NA|176665
2020-06-12|AR|6.38|11547|169575|NA|NA|181122
2020-06-13|AR|6.17|11547|175470|NA|NA|187017
2020-06-14|AR|6.35|12501|184488|NA|NA|196989
2020-06-15|AR|6.33|12917|191221|NA|NA|204138
2020-06-16|AR|6.42|13191|192375|NA|NA|205566
2020-06-17|AR|6.16|13606|207093|NA|NA|220699
2020-06-18|AR|6.1|13928|214506|NA|NA|228434
2020-06-19|AR|6.23|14631|220141|NA|NA|234772
2020-06-20|AR|6.25|15142|227092|NA|NA|242234
2020-06-21|AR|6.25|15142|227092|NA|NA|242234
2020-06-22|AR|6.27|16083|240256|NA|NA|256339
2020-06-23|AR|6.31|16678|247814|NA|NA|264492
2020-06-24|AR|6.39|17375|254491|NA|NA|271866
2020-06-25|AR|6.51|18062|259318|NA|NA|277380
2020-05-12|AS|0|0|105|NA|NA|105
2020-05-13|AS|0|0|105|NA|NA|105
2020-05-14|AS|0|0|105|NA|NA|105
2020-05-15|AS|0|0|105|NA|NA|105
2020-05-16|AS|0|0|105|NA|NA|105
2020-05-17|AS|0|0|105|NA|NA|105
2020-05-18|AS|0|0|105|NA|NA|105
2020-05-19|AS|0|0|124|NA|NA|124
2020-05-22|AS|0|0|124|NA|NA|124
2020-05-23|AS|0|0|124|NA|NA|124
2020-05-24|AS|0|0|124|NA|NA|124
2020-05-25|AS|0|0|124|NA|NA|124
2020-05-26|AS|0|0|124|NA|NA|124
2020-05-27|AS|0|0|174|NA|NA|174
2020-05-28|AS|0|0|174|NA|NA|174
2020-05-29|AS|0|0|174|NA|NA|174
2020-05-30|AS|0|0|174|NA|NA|174
2020-05-31|AS|0|0|174|NA|NA|174
2020-06-01|AS|0|0|174|NA|NA|174
2020-06-02|AS|0|0|174|NA|NA|174
2020-06-03|AS|0|0|174|NA|NA|174
2020-06-04|AS|0|0|174|NA|NA|174
2020-06-05|AS|0|0|174|NA|NA|174
2020-06-06|AS|0|0|174|NA|NA|174
2020-06-07|AS|0|0|174|NA|NA|174
2020-06-08|AS|0|0|174|NA|NA|174
2020-06-09|AS|0|0|174|NA|NA|174
2020-06-10|AS|0|0|174|NA|NA|174
2020-06-11|AS|0|0|174|NA|NA|174
2020-06-12|AS|0|0|174|NA|NA|174
2020-06-13|AS|0|0|174|NA|NA|174
2020-06-14|AS|0|0|174|NA|NA|174
2020-06-15|AS|0|0|174|NA|NA|174
2020-06-16|AS|0|0|174|NA|NA|174
2020-06-17|AS|0|0|174|NA|NA|174
2020-06-18|AS|0|0|174|NA|NA|174
2020-06-19|AS|0|0|174|NA|NA|174
2020-06-20|AS|0|0|174|NA|NA|174
2020-06-21|AS|0|0|174|NA|NA|174
2020-06-22|AS|0|0|174|NA|NA|174
2020-06-23|AS|0|0|174|NA|NA|174
2020-06-24|AS|0|0|174|NA|NA|174
2020-06-25|AS|0|0|696|NA|NA|696
2020-03-23|AZ|45.69|265|309|6|1.03|580
2020-03-24|AZ|51.59|357|313|22|3.18|692
2020-03-25|AZ|54.48|450|323|53|6.42|826
2020-03-26|AZ|60.29|577|347|33|3.45|957
2020-03-27|AZ|8.95|736|7455|30|0.36|8221
2020-03-28|AZ|10.46|873|7455|21|0.25|8349
2020-03-29|AZ|6.62|919|12953|NA|NA|13872
2020-03-30|AZ|6.9|1157|15602|NA|NA|16759
2020-03-31|AZ|6.65|1289|18082|NA|NA|19371
2020-04-01|AZ|6.71|1413|19645|NA|NA|21058
2020-04-02|AZ|7.04|1598|21111|NA|NA|22709
2020-04-03|AZ|7.17|1769|22904|NA|NA|24673
2020-04-04|AZ|7.43|2019|25141|NA|NA|27160
2020-04-05|AZ|8.28|2269|25141|NA|NA|27410
2020-04-06|AZ|7.55|2456|30078|NA|NA|32534
2020-04-07|AZ|7.72|2575|30800|NA|NA|33375
2020-04-08|AZ|7.89|2726|31838|NA|NA|34564
2020-04-09|AZ|8.12|3018|34160|NA|NA|37178
2020-04-10|AZ|8.25|3112|34622|NA|NA|37734
2020-04-11|AZ|8.37|3393|37137|NA|NA|40530
2020-04-12|AZ|8.4|3539|38570|NA|NA|42109
2020-04-13|AZ|8.54|3702|39645|NA|NA|43347
2020-04-14|AZ|8.63|3806|40290|NA|NA|44096
2020-04-15|AZ|8.74|3962|41348|NA|NA|45310
2020-04-16|AZ|8.93|4234|43164|NA|NA|47398
2020-04-17|AZ|9.15|4507|44723|NA|NA|49230
2020-04-18|AZ|9.24|4719|46326|NA|NA|51045
2020-04-19|AZ|9.3|4929|48061|NA|NA|52990
2020-04-20|AZ|9.29|5064|49436|NA|NA|54500
2020-04-21|AZ|9.52|5251|49901|NA|NA|55152
2020-04-22|AZ|9.64|5459|51142|NA|NA|56601
2020-04-23|AZ|9.83|5769|52928|NA|NA|58697
2020-04-24|AZ|9.96|6045|54669|NA|NA|60714
2020-04-25|AZ|10.05|6280|56228|NA|NA|62508
2020-04-26|AZ|10.07|6526|58285|NA|NA|64811
2020-04-27|AZ|10.09|6716|59827|NA|NA|66543
2020-04-28|AZ|10.3|6948|60490|NA|NA|67438
2020-04-29|AZ|10.47|7202|61611|NA|NA|68813
2020-04-30|AZ|10.65|7648|64138|NA|NA|71786
2020-05-01|AZ|10.63|7962|66917|NA|NA|74879
2020-05-02|AZ|10.72|8364|69633|NA|NA|77997
2020-05-03|AZ|10.65|8640|72479|NA|NA|81119
2020-05-04|AZ|10.46|8919|76334|NA|NA|85253
2020-05-05|AZ|10.54|9305|78955|NA|NA|88260
2020-05-06|AZ|10.58|9707|82030|NA|NA|91737
2020-05-07|AZ|10.31|9945|86489|NA|NA|96434
2020-05-08|AZ|10.41|10526|90599|NA|NA|101125
2020-05-09|AZ|10.36|10960|94850|NA|NA|105810
2020-05-10|AZ|10.07|11119|99258|NA|NA|110377
2020-05-11|AZ|9.77|11380|105084|NA|NA|116464
2020-05-12|AZ|9.55|11736|111106|NA|NA|122842
2020-05-13|AZ|9.53|12176|115574|NA|NA|127750
2020-05-14|AZ|9.43|12674|121664|NA|NA|134338
2020-05-15|AZ|9.27|13169|128832|NA|NA|142001
2020-05-16|AZ|9.29|13631|133157|NA|NA|146788
2020-05-17|AZ|9.18|13937|137824|NA|NA|151761
2020-05-18|AZ|9.06|14170|142303|NA|NA|156473
2020-05-19|AZ|9.02|14566|147005|NA|NA|161571
2020-05-20|AZ|9|14897|150538|NA|NA|165435
2020-05-21|AZ|8.92|15315|156312|NA|NA|171627
2020-05-22|AZ|8.87|15608|160395|NA|NA|176003
2020-05-23|AZ|8.89|16039|164400|NA|NA|180439
2020-05-24|AZ|8.9|16339|167302|NA|NA|183641
2020-05-25|AZ|8.82|16561|171221|NA|NA|187782
2020-05-26|AZ|8.8|16783|173948|NA|NA|190731
2020-05-27|AZ|8.8|17262|179004|NA|NA|196266
2020-05-28|AZ|8.75|17763|185151|NA|NA|202914
2020-05-29|AZ|8.8|18465|191348|NA|NA|209813
2020-05-30|AZ|8.87|19255|197792|NA|NA|217047
2020-05-31|AZ|8.85|19936|205270|NA|NA|225206
2020-06-01|AZ|8.82|20123|207947|NA|NA|228070
2020-06-02|AZ|8.93|21250|216583|NA|NA|237833
2020-06-03|AZ|9.09|22233|222292|NA|NA|244525
2020-06-04|AZ|9.11|22753|227002|NA|NA|249755
2020-06-05|AZ|9.22|24332|239533|NA|NA|263865
2020-06-06|AZ|9.37|25451|246195|NA|NA|271646
2020-06-07|AZ|9.55|26889|254732|NA|NA|281621
2020-06-08|AZ|9.61|27678|260403|NA|NA|288081
2020-06-09|AZ|9.65|28296|264917|NA|NA|293213
2020-06-10|AZ|9.96|29852|269835|NA|NA|299687
2020-06-11|AZ|10.1|31264|278318|NA|NA|309582
2020-06-12|AZ|10.2|32918|289861|NA|NA|322779
2020-06-13|AZ|10.49|34458|293939|NA|NA|328397
2020-06-14|AZ|10.56|35691|302354|NA|NA|338045
2020-06-15|AZ|10.63|36705|308552|NA|NA|345257
2020-06-16|AZ|11.03|39097|315237|NA|NA|354334
2020-06-17|AZ|11.18|40924|325269|NA|NA|366193
2020-06-18|AZ|11.44|43443|336289|NA|NA|379732
2020-06-19|AZ|11.9|46689|345527|NA|NA|392216
2020-06-20|AZ|12.29|49798|355482|NA|NA|405280
2020-06-21|AZ|12.48|52390|367354|NA|NA|419744
2020-06-22|AZ|12.7|54586|375204|NA|NA|429790
2020-06-23|AZ|13.21|58179|382339|NA|NA|440518
2020-06-24|AZ|13.35|59974|389214|NA|NA|449188
2020-06-25|AZ|13.58|63030|401166|NA|NA|464196
2020-03-23|CA|6.56|1733|12567|12100|45.83|26400
2020-03-24|CA|7.6|2102|13452|12100|43.75|27654
2020-03-25|CA|3.52|2355|15921|48600|72.67|66876
2020-03-26|CA|3.86|3006|17380|57400|73.79|77786
2020-03-27|CA|4.93|3879|17380|57400|72.97|78659
2020-03-28|CA|5.18|4643|20549|64400|71.88|89592
2020-03-29|CA|6.3|5708|20549|64400|71.04|90657
2020-03-30|CA|7.05|6447|20549|64400|70.46|91396
2020-03-31|CA|8.63|7482|21772|57400|66.24|86654
2020-04-01|CA|9.34|8155|21772|57400|65.73|87327
2020-04-02|CA|9.94|9191|23809|59500|64.32|92500
2020-04-03|CA|11.29|10701|24599|59500|62.76|94800
2020-04-04|CA|9.49|12026|101674|13000|10.26|126700
2020-04-05|CA|10.22|13438|103095|15000|11.4|131533
2020-04-06|CA|10.83|14336|103095|15000|11.33|132431
2020-04-07|CA|10.92|15865|115364|14100|9.7|145329
2020-04-08|CA|10.67|16957|127307|14600|9.19|158864
2020-04-09|CA|10.31|18309|145191|14100|7.94|177600
2020-04-10|CA|10.89|19472|145391|13900|7.78|178763
2020-04-11|CA|11.06|20615|152604|13200|7.08|186419
2020-04-12|CA|10.71|21794|168534|13200|6.49|203528
2020-04-13|CA|10.95|22348|168534|13200|6.47|204082
2020-04-14|CA|10.83|23338|178870|13200|6.13|215408
2020-04-15|CA|10.63|24424|192062|13200|5.75|229686
2020-04-16|CA|10.09|26182|220218|13200|5.08|259600
2020-04-17|CA|10.64|27528|224086|7200|2.78|258814
2020-04-18|CA|10.85|28963|230703|7200|2.7|266866
2020-04-19|CA|10.53|30333|250567|7200|2.5|288100
2020-04-20|CA|10.66|30978|259522|NA|NA|290500
2020-04-21|CA|11.08|33261|266839|NA|NA|300100
2020-04-22|CA|7.61|35396|429931|NA|NA|465327
2020-04-23|CA|7.75|37369|444728|NA|NA|482097
2020-04-24|CA|7.94|39254|454919|NA|NA|494173
2020-04-25|CA|8.13|41137|464898|NA|NA|506035
2020-04-26|CA|8.01|42164|483920|NA|NA|526084
2020-04-27|CA|7.85|43464|509945|NA|NA|553409
2020-04-28|CA|7.8|45031|532577|NA|NA|577608
2020-04-29|CA|7.71|46500|556639|NA|NA|603139
2020-04-30|CA|7.82|48917|576420|NA|NA|625337
2020-05-01|CA|7.7|50442|604543|NA|NA|654985
2020-05-02|CA|7.6|52197|634606|NA|NA|686803
2020-05-03|CA|7.49|53616|662135|NA|NA|715751
2020-05-04|CA|7.35|54937|692937|NA|NA|747874
2020-05-05|CA|7.21|56212|723690|NA|NA|779902
2020-05-06|CA|7.27|58815|750221|NA|NA|809036
2020-05-07|CA|7.19|60614|782260|NA|NA|842874
2020-05-08|CA|7.14|62512|812760|NA|NA|875272
2020-05-09|CA|7.07|64561|848009|NA|NA|912570
2020-05-10|CA|6.98|66680|888984|NA|NA|955664
2020-05-11|CA|6.85|67939|923958|NA|NA|991897
2020-05-12|CA|6.71|69382|963988|NA|NA|1033370
2020-05-13|CA|6.68|71141|994451|NA|NA|1065592
2020-05-14|CA|6.62|73164|1031487|NA|NA|1104651
2020-05-15|CA|6.61|74936|1058970|NA|NA|1133906
2020-05-16|CA|6.51|76793|1102333|NA|NA|1179126
2020-05-17|CA|6.38|78839|1156404|NA|NA|1235243
2020-05-18|CA|6.22|80430|1212242|NA|NA|1292672
2020-05-19|CA|6.11|81795|1257521|NA|NA|1339316
2020-05-20|CA|6.09|84057|1296063|NA|NA|1380120
2020-05-21|CA|6.07|86197|1334930|NA|NA|1421127
2020-05-22|CA|6.03|88444|1378329|NA|NA|1466773
2020-05-23|CA|5.98|90631|1424675|NA|NA|1515306
2020-05-24|CA|5.86|92710|1490035|NA|NA|1582745
2020-05-25|CA|5.75|94558|1549544|NA|NA|1644102
