date_rec|state|p_pos|positive_daily_cases_cvt|negative_daily_cases_cvt|pending_daily_cases_cvt|p_pend|total_daily_cases_cvt
2020-06-07|RI|9.04|15441|155298|NA|NA|170739
2020-06-08|RI|8.73|15642|163527|NA|NA|179169
2020-06-09|RI|8.67|15691|165196|NA|NA|180887
2020-06-10|RI|8.58|15756|167866|NA|NA|183622
2020-06-11|RI|8.45|15862|171941|NA|NA|187803
2020-06-12|RI|8.33|15947|175571|NA|NA|191518
2020-06-13|RI|8.33|15947|175571|NA|NA|191518
2020-06-14|RI|8.33|15947|175571|NA|NA|191518
2020-06-15|RI|8.03|16093|184352|NA|NA|200445
2020-06-16|RI|7.94|16164|187454|NA|NA|203618
2020-06-17|RI|7.85|16213|190257|NA|NA|206470
2020-06-18|RI|7.69|16269|195324|NA|NA|211593
2020-06-19|RI|7.61|16337|198252|NA|NA|214589
2020-06-20|RI|7.61|16337|198252|NA|NA|214589
2020-06-21|RI|7.61|16337|198252|NA|NA|214589
2020-06-22|RI|7.53|16459|202209|NA|NA|218668
2020-06-23|RI|7.44|16533|205630|NA|NA|222163
2020-06-24|RI|7.38|16606|208387|NA|NA|224993
2020-06-25|RI|7.29|16640|211500|NA|NA|228140
2020-03-23|SC|16.89|298|1466|NA|NA|1764
2020-03-24|SC|12.9|298|2012|NA|NA|2310
2020-03-25|SC|15.55|424|2303|NA|NA|2727
2020-03-26|SC|16.5|456|2307|NA|NA|2763
2020-03-27|SC|16.5|456|2307|NA|NA|2763
2020-03-28|SC|18.29|539|2408|NA|NA|2947
2020-03-29|SC|20.43|774|3015|NA|NA|3789
2020-03-30|SC|18.19|925|4160|NA|NA|5085
2020-03-31|SC|19|1083|4616|NA|NA|5699
2020-04-01|SC|20.44|1293|5033|NA|NA|6326
2020-04-02|SC|22.22|1554|5441|NA|NA|6995
2020-04-03|SC|22.22|1554|5441|NA|NA|6995
2020-04-04|SC|10.47|1917|16397|NA|NA|18314
2020-04-05|SC|10.8|2049|16927|NA|NA|18976
2020-04-06|SC|10.8|2049|16927|NA|NA|18976
2020-04-07|SC|10.21|2417|21263|NA|NA|23680
2020-04-08|SC|10.36|2552|22082|NA|NA|24634
2020-04-09|SC|10.2|2792|24575|NA|NA|27367
2020-04-10|SC|10.88|3065|25118|NA|NA|28183
2020-04-11|SC|10.66|3207|26886|NA|NA|30093
2020-04-12|SC|10.56|3319|28106|NA|NA|31425
2020-04-13|SC|10.56|3319|28106|NA|NA|31425
2020-04-14|SC|10.49|3553|30319|NA|NA|33872
2020-04-15|SC|10.53|3656|31077|NA|NA|34733
2020-04-16|SC|10.53|3656|31077|NA|NA|34733
2020-04-17|SC|10.83|3931|32353|NA|NA|36284
2020-04-18|SC|10.93|4246|34587|NA|NA|38833
2020-04-19|SC|10.81|4377|36103|NA|NA|40480
2020-04-20|SC|10.81|4377|36103|NA|NA|40480
2020-04-21|SC|10.75|4439|36838|NA|NA|41277
2020-04-22|SC|11.04|4761|38350|NA|NA|43111
2020-04-23|SC|11.06|4917|39546|NA|NA|44463
2020-04-24|SC|11.06|4917|39546|NA|NA|44463
2020-04-25|SC|10.72|5253|43761|NA|NA|49014
2020-04-26|SC|10.82|5490|45271|NA|NA|50761
2020-04-27|SC|10.82|5490|45271|NA|NA|50761
2020-04-28|SC|10.76|5613|46532|NA|NA|52145
2020-04-29|SC|10.85|5881|48336|NA|NA|54217
2020-04-30|SC|10.79|6095|50417|NA|NA|56512
2020-05-01|SC|10.54|6258|53121|NA|NA|59379
2020-05-02|SC|10.53|6489|55127|NA|NA|61616
2020-05-03|SC|10.32|6626|57562|NA|NA|64188
2020-05-04|SC|10.32|6626|57562|NA|NA|64188
2020-05-05|SC|9.97|6757|61014|NA|NA|67771
2020-05-06|SC|8.95|6936|70546|NA|NA|77482
2020-05-07|SC|8.95|6936|70546|NA|NA|77482
2020-05-08|SC|9.72|7142|66300|NA|NA|73442
2020-05-09|SC|9.3|7531|73432|NA|NA|80963
2020-05-10|SC|9.06|7653|76804|NA|NA|84457
2020-05-11|SC|9.06|7653|76804|NA|NA|84457
2020-05-12|SC|8.51|7927|85213|NA|NA|93140
2020-05-13|SC|8.51|7927|85213|NA|NA|93140
2020-05-14|SC|7.99|8189|94346|NA|NA|102535
2020-05-15|SC|7.67|8407|101209|NA|NA|109616
2020-05-16|SC|7.67|8407|101209|NA|NA|109616
2020-05-17|SC|7.32|8816|111670|NA|NA|120486
2020-05-18|SC|6.8|8942|122617|NA|NA|131559
2020-05-19|SC|6.71|9056|126007|NA|NA|135063
2020-05-20|SC|6.71|9056|126007|NA|NA|135063
2020-05-21|SC|6.64|9175|129063|NA|NA|138238
2020-05-22|SC|6.42|9638|140385|NA|NA|150023
2020-05-23|SC|6.23|9895|149015|NA|NA|158910
2020-05-24|SC|6.16|10096|153851|NA|NA|163947
2020-05-25|SC|6.13|10178|155842|NA|NA|166020
2020-05-26|SC|6.03|10416|162318|NA|NA|172734
2020-05-27|SC|6.05|10623|165060|NA|NA|175683
2020-05-28|SC|5.92|10788|171461|NA|NA|182249
2020-05-29|SC|5.91|11131|177126|NA|NA|188257
2020-05-30|SC|6.01|11394|178125|NA|NA|189519
2020-05-31|SC|5.92|11861|188355|NA|NA|200216
2020-06-01|SC|5.93|12148|192540|NA|NA|204688
2020-06-02|SC|5.67|12415|206362|NA|NA|218777
2020-06-03|SC|5.68|12651|210274|NA|NA|222925
2020-06-04|SC|5.63|13005|217846|NA|NA|230851
2020-06-05|SC|5.82|13453|217846|NA|NA|231299
2020-06-06|SC|5.98|13916|218828|NA|NA|232744
2020-06-07|SC|6.01|14286|223573|NA|NA|237859
2020-06-08|SC|6.05|14800|229861|NA|NA|244661
2020-06-09|SC|6.14|15228|232754|NA|NA|247982
2020-06-10|SC|6.24|15759|236773|NA|NA|252532
2020-06-11|SC|7.15|16441|213616|NA|NA|230057
2020-06-12|SC|7.27|17170|218889|NA|NA|236059
2020-06-13|SC|7.42|17955|223951|NA|NA|241906
2020-06-14|SC|7.57|18795|229541|NA|NA|248336
2020-06-15|SC|7.58|19378|236179|NA|NA|255557
2020-06-16|SC|7.47|19990|247689|NA|NA|267679
2020-06-17|SC|7.54|20556|252198|NA|NA|272754
2020-06-18|SC|7.68|21548|258975|NA|NA|280523
2020-06-19|SC|7.85|22631|265669|NA|NA|288300
2020-06-20|SC|8.03|23786|272463|NA|NA|296249
2020-06-21|SC|8.16|24693|277974|NA|NA|302667
2020-06-22|SC|8.46|25701|278179|NA|NA|303880
2020-06-23|SC|8.61|26613|282638|NA|NA|309251
2020-06-24|SC|8.77|27897|290311|NA|NA|318208
2020-06-25|SC|8.71|29022|304336|NA|NA|333358
2020-03-23|SD|2.65|28|762|265|25.12|1055
2020-03-24|SD|2.76|30|790|268|24.63|1088
2020-03-25|SD|3.63|41|819|268|23.76|1128
2020-03-26|SD|2.15|46|1973|125|5.83|2144
2020-03-27|SD|2.35|58|2387|20|0.81|2465
2020-03-28|SD|2.56|68|2592|0|0|2660
2020-03-29|SD|2.8|90|3127|1|0.03|3218
2020-03-30|SD|2.82|101|3478|0|0|3579
2020-03-31|SD|2.91|108|3609|0|0|3717
2020-04-01|SD|3.2|129|3903|0|0|4032
2020-04-02|SD|3.77|165|4217|0|0|4382
2020-04-03|SD|3.91|187|4593|3|0.06|4783
2020-04-04|SD|4.06|212|5012|1|0.02|5225
2020-04-05|SD|4.29|240|5353|NA|NA|5593
2020-04-06|SD|4.78|288|5732|0|0|6020
2020-04-07|SD|5.1|320|5948|2|0.03|6270
2020-04-08|SD|5.82|393|6355|0|0|6748
2020-04-09|SD|6.25|447|6700|NA|NA|7147
2020-04-10|SD|7.01|536|7111|NA|NA|7647
2020-04-11|SD|7.82|626|7378|2|0.02|8006
2020-04-12|SD|8.54|730|7823|0|0|8553
2020-04-13|SD|9.64|868|8134|0|0|9002
2020-04-14|SD|10.63|988|8308|0|0|9296
2020-04-15|SD|11.85|1168|8691|0|0|9859
2020-04-16|SD|12.42|1311|9239|2|0.02|10552
2020-04-17|SD|12.76|1411|9651|0|0|11062
2020-04-18|SD|13.22|1542|10118|1|0.01|11661
2020-04-19|SD|13.55|1635|10427|0|0|12062
2020-04-20|SD|13.67|1685|10641|0|0|12326
2020-04-21|SD|13.69|1755|11060|NA|NA|12815
2020-04-22|SD|13.82|1858|11588|NA|NA|13446
2020-04-23|SD|13.91|1956|12109|NA|NA|14065
2020-04-24|SD|13.76|2040|12784|NA|NA|14824
2020-04-25|SD|13.77|2147|13449|NA|NA|15596
2020-04-26|SD|13.59|2212|14062|NA|NA|16274
2020-04-27|SD|13.71|2245|14130|NA|NA|16375
2020-04-28|SD|13.92|2313|14299|NA|NA|16612
2020-04-29|SD|14.1|2373|14460|NA|NA|16833
2020-04-30|SD|14.38|2449|14579|NA|NA|17028
2020-05-01|SD|14.54|2525|14838|NA|NA|17363
2020-05-02|SD|14.31|2588|15503|NA|NA|18091
2020-05-03|SD|14.29|2631|15786|NA|NA|18417
2020-05-04|SD|14.26|2668|16045|NA|NA|18713
2020-05-05|SD|14.3|2721|16301|NA|NA|19022
2020-05-06|SD|14.31|2779|16637|NA|NA|19416
2020-05-07|SD|14.44|2905|17209|NA|NA|20114
2020-05-08|SD|14.77|3144|18149|NA|NA|21293
2020-05-09|SD|14.78|3393|19559|NA|NA|22952
2020-05-10|SD|14.72|3517|20377|NA|NA|23894
2020-05-11|SD|14.7|3614|20964|NA|NA|24578
2020-05-12|SD|14.54|3663|21534|NA|NA|25197
2020-05-13|SD|14.44|3732|22112|NA|NA|25844
2020-05-14|SD|14.32|3792|22681|NA|NA|26473
2020-05-15|SD|14.18|3887|23527|NA|NA|27414
2020-05-16|SD|14.05|3959|24217|NA|NA|28176
2020-05-17|SD|13.96|3987|24572|NA|NA|28559
2020-05-18|SD|13.86|4027|25018|NA|NA|29045
2020-05-19|SD|13.75|4085|25624|NA|NA|29709
2020-05-20|SD|13.75|4177|26212|NA|NA|30389
2020-05-21|SD|13.58|4250|27051|NA|NA|31301
2020-05-22|SD|13.47|4356|27988|NA|NA|32344
2020-05-23|SD|13.33|4468|29060|NA|NA|33528
2020-05-24|SD|13.07|4563|30342|NA|NA|34905
2020-05-25|SD|13|4586|30697|NA|NA|35283
2020-05-26|SD|12.56|4653|32385|NA|NA|37038
2020-05-27|SD|12.39|4710|33296|NA|NA|38006
2020-05-28|SD|12.28|4793|34233|NA|NA|39026
2020-05-29|SD|11.96|4866|35816|NA|NA|40682
2020-05-30|SD|11.55|4960|37978|NA|NA|42938
2020-05-31|SD|11.31|4993|39135|NA|NA|44128
2020-06-01|SD|11.02|5034|40627|NA|NA|45661
2020-06-02|SD|10.82|5067|41779|NA|NA|46846
2020-06-03|SD|10.61|5162|43500|NA|NA|48662
2020-06-04|SD|9.97|5247|47375|NA|NA|52622
2020-06-05|SD|9.89|5277|48086|NA|NA|53363
2020-06-06|SD|9.68|5367|50091|NA|NA|55458
2020-06-07|SD|9.53|5438|51622|NA|NA|57060
2020-06-08|SD|9.46|5471|52348|NA|NA|57819
2020-06-09|SD|9.34|5523|53636|NA|NA|59159
2020-06-10|SD|9.23|5604|55081|NA|NA|60685
2020-06-11|SD|9.17|5665|56079|NA|NA|61744
2020-06-12|SD|9.11|5742|57263|NA|NA|63005
2020-06-13|SD|9.04|5833|58680|NA|NA|64513
2020-06-14|SD|9.03|5898|59421|NA|NA|65319
2020-06-15|SD|8.93|5928|60467|NA|NA|66395
2020-06-16|SD|8.88|5966|61236|NA|NA|67202
2020-06-17|SD|8.77|6050|62938|NA|NA|68988
2020-06-18|SD|8.68|6109|64244|NA|NA|70353
2020-06-19|SD|8.65|6158|65035|NA|NA|71193
2020-06-20|SD|8.66|6225|65690|NA|NA|71915
2020-06-21|SD|8.62|6297|66729|NA|NA|73026
2020-06-22|SD|8.63|6326|67003|NA|NA|73329
2020-06-23|SD|8.59|6353|67633|NA|NA|73986
2020-06-24|SD|8.55|6419|68658|NA|NA|75077
2020-06-25|SD|8.54|6479|69375|NA|NA|75854
2020-03-23|TN|15.82|615|3272|NA|NA|3887
2020-03-24|TN|5.96|667|10517|NA|NA|11184
2020-03-25|TN|6.65|784|11012|NA|NA|11796
2020-03-26|TN|6.42|957|13952|NA|NA|14909
2020-03-27|TN|7.48|1203|14888|NA|NA|16091
2020-03-28|TN|7.49|1373|16965|NA|NA|18338
2020-03-29|TN|7.47|1537|19037|NA|NA|20574
2020-03-30|TN|7.87|1834|21470|NA|NA|23304
2020-03-31|TN|8.18|2239|25121|NA|NA|27360
2020-04-01|TN|8.27|2683|29769|NA|NA|32452
2020-04-02|TN|8.22|2845|31766|NA|NA|34611
2020-04-03|TN|8.11|3067|34772|NA|NA|37839
2020-04-04|TN|8.02|3321|38070|NA|NA|41391
2020-04-05|TN|8.02|3633|41667|NA|NA|45300
2020-04-06|TN|8.03|3802|43548|NA|NA|47350
2020-04-07|TN|7.83|4138|48736|NA|NA|52874
2020-04-08|TN|7.7|4362|52256|NA|NA|56618
2020-04-09|TN|7.74|4634|55215|NA|NA|59849
2020-04-10|TN|7.74|4862|57937|NA|NA|62799
2020-04-11|TN|7.65|5114|61714|NA|NA|66828
2020-04-12|TN|7.51|5308|65369|NA|NA|70677
2020-04-13|TN|7.36|5610|70585|NA|NA|76195
2020-04-14|TN|7.39|5823|73008|NA|NA|78831
2020-04-15|TN|7.51|6079|74817|NA|NA|80896
2020-04-16|TN|7.36|6262|78787|NA|NA|85049
2020-04-17|TN|7.55|6589|80684|NA|NA|87273
2020-04-18|TN|7.46|6762|83824|NA|NA|90586
2020-04-19|TN|7.28|7070|90028|NA|NA|97098
2020-04-20|TN|7.19|7238|93451|NA|NA|100689
2020-04-21|TN|6.83|7394|100788|NA|NA|108182
2020-04-22|TN|6.82|7842|107138|NA|NA|114980
2020-04-23|TN|6.71|8266|114834|NA|NA|123100
2020-04-24|TN|6.64|8726|122602|NA|NA|131328
2020-04-25|TN|6.5|9189|132217|NA|NA|141406
2020-04-26|TN|6.56|9667|137807|NA|NA|147474
2020-04-27|TN|6.42|9918|144484|NA|NA|154402
2020-04-28|TN|6.21|10052|151876|NA|NA|161928
2020-04-29|TN|6.15|10366|158183|NA|NA|168549
2020-04-30|TN|6.04|10735|166891|NA|NA|177626
2020-05-01|TN|6.39|11891|174241|NA|NA|186132
2020-05-02|TN|6.45|12661|183615|NA|NA|196276
2020-05-03|TN|6.44|13177|191430|NA|NA|204607
2020-05-04|TN|6.42|13571|197872|NA|NA|211443
2020-05-05|TN|6.26|13690|205172|NA|NA|218862
2020-05-06|TN|6.14|13938|213163|NA|NA|227101
2020-05-07|TN|5.96|14096|222232|NA|NA|236328
2020-05-08|TN|5.93|14441|229137|NA|NA|243578
2020-05-09|TN|5.84|14768|237980|NA|NA|252748
2020-05-10|TN|5.72|14985|246884|NA|NA|261869
2020-05-11|TN|5.69|15544|257733|NA|NA|273277
2020-05-12|TN|5.68|16111|267713|NA|NA|283824
2020-05-13|TN|5.59|16370|276547|NA|NA|292917
2020-05-14|TN|5.52|16699|285618|NA|NA|302317
2020-05-15|TN|5.48|16970|292786|NA|NA|309756
2020-05-16|TN|5.4|17288|302913|NA|NA|320201
2020-05-17|TN|5.35|17388|307892|NA|NA|325280
2020-05-18|TN|5.34|18011|319417|NA|NA|337428
2020-05-19|TN|5.31|18378|327745|NA|NA|346123
2020-05-20|TN|5.23|18532|335481|NA|NA|354013
2020-05-21|TN|5.26|18961|341622|NA|NA|360583
2020-05-22|TN|5.27|19394|348776|NA|NA|368170
2020-05-23|TN|5.29|19789|353969|NA|NA|373758
2020-05-24|TN|5.25|20145|363431|NA|NA|383576
2020-05-25|TN|5.2|20607|375612|NA|NA|396219
2020-05-26|TN|5.2|20965|382539|NA|NA|403504
2020-05-27|TN|5.2|21306|388324|NA|NA|409630
2020-05-28|TN|5.21|21679|394310|NA|NA|415989
2020-05-29|TN|5.23|22085|399882|NA|NA|421967
2020-05-30|TN|5.28|22566|404480|NA|NA|427046
2020-05-31|TN|5.28|23006|412971|NA|NA|435977
2020-06-01|TN|5.25|23554|424939|NA|NA|448493
2020-06-02|TN|5.27|24375|437761|NA|NA|462136
2020-06-03|TN|5.27|24822|445957|NA|NA|470779
2020-06-04|TN|5.28|25120|451018|NA|NA|476138
2020-06-05|TN|5.29|25520|456652|NA|NA|482172
2020-06-06|TN|5.31|26071|465350|NA|NA|491421
2020-06-07|TN|5.29|26381|472387|NA|NA|498768
2020-06-08|TN|5.25|26944|485819|NA|NA|512763
2020-06-09|TN|5.29|27575|493622|NA|NA|521197
2020-06-10|TN|5.31|28061|500766|NA|NA|528827
2020-06-11|TN|5.33|28538|506756|NA|NA|535294
2020-06-12|TN|4.94|29126|561047|NA|NA|590173
2020-06-13|TN|4.91|29541|571821|NA|NA|601362
2020-06-14|TN|4.95|30432|584788|NA|NA|615220
2020-06-15|TN|4.95|31160|598818|NA|NA|629978
2020-06-16|TN|4.98|31830|607160|NA|NA|638990
2020-06-17|TN|4.99|32143|612430|NA|NA|644573
2020-06-18|TN|5.03|32829|619565|NA|NA|652394
2020-06-19|TN|5.14|34017|627672|NA|NA|661689
2020-06-20|TN|5.1|34446|640894|NA|NA|675340
2020-06-21|TN|5.12|35102|650527|NA|NA|685629
2020-06-22|TN|5.08|35553|664552|NA|NA|700105
2020-06-23|TN|5.15|36303|669116|NA|NA|705419
2020-06-24|TN|5.18|37235|681069|NA|NA|718304
2020-06-25|TN|5.23|38034|689515|NA|NA|727549
2020-03-23|TX|3.5|352|9703|NA|NA|10055
2020-03-24|TX|3.67|410|10757|NA|NA|11167
2020-03-25|TX|7.22|974|12520|NA|NA|13494
2020-03-26|TX|6.52|1396|20028|NA|NA|21424
2020-03-27|TX|7.31|1731|21935|NA|NA|23666
2020-03-28|TX|8.12|2052|23208|NA|NA|25260
2020-03-29|TX|9.91|2552|23208|NA|NA|25760
2020-03-30|TX|8.02|2877|33003|NA|NA|35880
2020-03-31|TX|7.6|3266|39726|NA|NA|42992
2020-04-01|TX|8.35|3997|43860|NA|NA|47857
2020-04-02|TX|9.21|4669|46010|NA|NA|50679
2020-04-03|TX|9.56|5330|50434|NA|NA|55764
2020-04-04|TX|9.58|6110|57641|NA|NA|63751
2020-04-05|TX|9.6|6812|64126|NA|NA|70938
2020-04-06|TX|8.52|7276|78081|NA|NA|85357
2020-04-07|TX|9.32|8262|80387|NA|NA|88649
2020-04-08|TX|9.72|9353|86905|NA|NA|96258
2020-04-09|TX|9.64|10230|95904|NA|NA|106134
2020-04-10|TX|10.09|11671|104047|NA|NA|115718
2020-04-11|TX|10.42|12561|107972|NA|NA|120533
2020-04-12|TX|10.83|13484|111049|NA|NA|124533
2020-04-13|TX|10.44|13906|119320|NA|NA|133226
2020-04-14|TX|9.98|14624|131843|NA|NA|146467
2020-04-15|TX|10.2|15492|136318|NA|NA|151810
2020-04-16|TX|10.38|16455|142092|NA|NA|158547
2020-04-17|TX|10.25|17371|152165|NA|NA|169536
2020-04-18|TX|10.36|18260|157979|NA|NA|176239
2020-04-19|TX|10.36|18923|163787|NA|NA|182710
2020-04-20|TX|10.22|19458|170936|NA|NA|190394
2020-04-21|TX|9.83|20196|185203|NA|NA|205399
2020-04-22|TX|9.72|21069|195714|NA|NA|216783
2020-04-23|TX|9.75|21944|203134|NA|NA|225078
2020-04-24|TX|9.4|22806|219741|NA|NA|242547
2020-04-25|TX|9.05|23773|239043|NA|NA|262816
2020-04-26|TX|8.92|24631|251390|NA|NA|276021
2020-04-27|TX|8.71|25297|265220|NA|NA|290517
2020-04-28|TX|8.71|26171|274213|NA|NA|300384
2020-04-29|TX|8.59|27054|287736|NA|NA|314790
2020-04-30|TX|8.5|28087|302213|NA|NA|330300
2020-05-01|TX|8.31|29229|322546|NA|NA|351775
2020-05-02|TX|8.02|30522|350126|NA|NA|380648
2020-05-03|TX|8.08|31548|359012|NA|NA|390560
2020-05-04|TX|7.94|32332|375066|NA|NA|407398
2020-05-05|TX|7.81|33369|393841|NA|NA|427210
2020-05-06|TX|7.84|34422|404516|NA|NA|438938
2020-05-07|TX|7.78|35390|419772|NA|NA|455162
2020-05-08|TX|7.67|36609|440509|NA|NA|477118
2020-05-09|TX|7.74|37860|451434|NA|NA|489294
2020-05-10|TX|7.75|38869|462907|NA|NA|501776
2020-05-11|TX|7.58|39869|485828|NA|NA|525697
2020-05-12|TX|7.63|41048|497124|NA|NA|538172
2020-05-13|TX|7.62|42403|514373|NA|NA|556776
2020-05-14|TX|7.47|43851|543462|NA|NA|587313
2020-05-15|TX|7.41|45198|564432|NA|NA|609630
2020-05-16|TX|7.36|46999|591740|NA|NA|638739
2020-05-17|TX|7.35|47784|602571|NA|NA|650355
2020-05-18|TX|7.16|48693|631152|NA|NA|679845
2020-05-19|TX|7.13|49912|650234|NA|NA|700146
2020-05-20|TX|7.12|51323|669605|NA|NA|720928
2020-05-21|TX|7.06|52268|687913|NA|NA|740181
2020-05-22|TX|7.21|53449|687913|NA|NA|741362
2020-05-23|TX|7.15|54509|708197|NA|NA|762706
2020-05-24|TX|7.25|55348|708197|NA|NA|763545
2020-05-25|TX|6.95|55971|749683|NA|NA|805654
2020-05-26|TX|6.89|56560|764673|NA|NA|821233
2020-05-27|TX|6.77|57921|797753|NA|NA|855674
2020-05-28|TX|6.85|59776|813442|NA|NA|873218
2020-05-29|TX|6.83|61006|832269|NA|NA|893275
2020-05-30|TX|6.71|62338|866179|NA|NA|928517
2020-05-31|TX|6.75|64287|887578|NA|NA|951865
2020-06-01|TX|6.69|64880|905151|NA|NA|970031
2020-06-02|TX|6.75|66568|919656|NA|NA|986224
2020-06-03|TX|6.78|68271|938497|NA|NA|1006768
2020-06-04|TX|6.73|69920|968635|NA|NA|1038555
2020-06-05|TX|6.75|71613|989963|NA|NA|1061576
2020-06-06|TX|6.73|73553|1019724|NA|NA|1093277
2020-06-07|TX|6.81|74978|1025468|NA|NA|1100446
2020-06-08|TX|6.75|75616|1044700|NA|NA|1120316
2020-06-09|TX|6.73|77253|1070102|NA|NA|1147355
2020-06-10|TX|6.87|79757|1081330|NA|NA|1161087
2020-06-11|TX|6.76|81583|1124737|NA|NA|1206320
2020-06-12|TX|6.82|83680|1143277|NA|NA|1226957
2020-06-13|TX|6.82|86011|1174308|NA|NA|1260319
2020-06-14|TX|6.78|87854|1208129|NA|NA|1295983
2020-06-15|TX|6.78|89108|1225653|NA|NA|1314761
2020-06-16|TX|6.91|93206|1255236|NA|NA|1348442
2020-06-17|TX|7.03|96335|1273303|NA|NA|1369638
2020-06-18|TX|7.09|99851|1307890|NA|NA|1407741
2020-06-19|TX|7.26|103305|1320609|NA|NA|1423914
2020-06-20|TX|7.36|107735|1355663|NA|NA|1463398
2020-06-21|TX|7.31|111601|1414579|NA|NA|1526180
2020-06-22|TX|7.42|114881|1434128|NA|NA|1549009
2020-06-23|TX|7.54|120370|1476920|NA|NA|1597290
2020-06-24|TX|7.72|125921|1504337|NA|NA|1630258
2020-06-25|TX|7.95|131917|1527423|NA|NA|1659340
2020-03-23|UT|5.09|257|4790|NA|NA|5047
2020-03-24|UT|5.13|299|5524|NA|NA|5823
2020-03-25|UT|5.06|346|6491|NA|NA|6837
2020-03-26|UT|5.21|402|7308|NA|NA|7710
2020-03-27|UT|5.19|480|8764|NA|NA|9244
2020-03-28|UT|5.32|602|10710|NA|NA|11312
2020-03-29|UT|5.14|719|13274|NA|NA|13993
2020-03-30|UT|5.04|806|15197|NA|NA|16003
2020-03-31|UT|4.79|887|17626|NA|NA|18513
2020-04-01|UT|4.78|1012|20155|NA|NA|21167
2020-04-02|UT|5.06|1074|20155|NA|NA|21229
2020-04-03|UT|5.14|1246|23002|NA|NA|24248
2020-04-04|UT|5.09|1428|26615|NA|NA|28043
2020-04-05|UT|5.2|1605|29287|NA|NA|30892
2020-04-06|UT|5.02|1675|31719|NA|NA|33394
2020-04-07|UT|5.02|1738|32909|NA|NA|34647
2020-04-08|UT|5.11|1846|34270|NA|NA|36116
2020-04-09|UT|5.15|1976|36397|NA|NA|38373
2020-04-10|UT|5.16|2102|38660|NA|NA|40762
2020-04-11|UT|5.18|2206|40340|NA|NA|42546
2020-04-12|UT|5.21|2303|41931|NA|NA|44234
2020-04-13|UT|5.16|2363|43424|NA|NA|45787
2020-04-14|UT|5.19|2412|44064|NA|NA|46476
2020-04-15|UT|5.34|2542|45072|NA|NA|47614
2020-04-16|UT|5.4|2683|46995|NA|NA|49678
2020-04-17|UT|5.03|2805|52966|NA|NA|55771
2020-04-18|UT|4.89|2931|57013|NA|NA|59944
2020-04-19|UT|4.83|3069|60486|NA|NA|63555
2020-04-20|UT|4.7|3213|65098|NA|NA|68311
2020-04-21|UT|4.56|3296|69062|NA|NA|72358
2020-04-22|UT|4.51|3445|73015|NA|NA|76460
2020-04-23|UT|4.48|3612|77015|NA|NA|80627
2020-04-24|UT|4.47|3782|80915|NA|NA|84697
2020-04-25|UT|4.38|3948|86258|NA|NA|90206
2020-04-26|UT|4.31|4123|91579|NA|NA|95702
2020-04-27|UT|4.22|4233|95962|NA|NA|100195
2020-04-28|UT|4.24|4343|98096|NA|NA|102439
2020-04-29|UT|4.25|4495|101283|NA|NA|105778
2020-04-30|UT|4.31|4672|103829|NA|NA|108501
2020-05-01|UT|4.29|4828|107730|NA|NA|112558
2020-05-02|UT|4.23|4981|112823|NA|NA|117804
2020-05-03|UT|4.24|5175|116927|NA|NA|122102
2020-05-04|UT|4.27|5317|119344|NA|NA|124661
2020-05-05|UT|4.3|5449|121266|NA|NA|126715
2020-05-06|UT|4.27|5595|125407|NA|NA|131002
2020-05-07|UT|4.25|5724|128819|NA|NA|134543
2020-05-08|UT|4.27|5919|132769|NA|NA|138688
2020-05-09|UT|4.26|6103|137191|NA|NA|143294
2020-05-10|UT|4.27|6251|140259|NA|NA|146510
2020-05-11|UT|4.22|6362|144223|NA|NA|150585
2020-05-12|UT|4.19|6432|147053|NA|NA|153485
2020-05-13|UT|4.22|6620|150166|NA|NA|156786
2020-05-14|UT|4.21|6749|153370|NA|NA|160119
2020-05-15|UT|4.24|6913|156305|NA|NA|163218
2020-05-16|UT|4.24|7068|159706|NA|NA|166774
2020-05-17|UT|4.24|7238|163514|NA|NA|170752
2020-05-18|UT|4.24|7384|166638|NA|NA|174022
2020-05-19|UT|4.24|7518|169793|NA|NA|177311
2020-05-20|UT|4.29|7710|171954|NA|NA|179664
2020-05-21|UT|4.31|7874|175000|NA|NA|182874
2020-05-22|UT|4.31|8057|178777|NA|NA|186834
2020-05-23|UT|4.33|8260|182519|NA|NA|190779
2020-05-24|UT|4.32|8392|186041|NA|NA|194433
2020-05-25|UT|4.34|8521|187947|NA|NA|196468
2020-05-26|UT|4.34|8620|189972|NA|NA|198592
2020-05-27|UT|4.34|8706|191920|NA|NA|200626
2020-05-28|UT|4.38|8921|194586|NA|NA|203507
2020-05-29|UT|4.5|9264|196591|NA|NA|205855
2020-05-30|UT|4.54|9533|200572|NA|NA|210105
2020-05-31|UT|4.58|9797|204117|NA|NA|213914
2020-06-01|UT|4.58|9999|208113|NA|NA|218112
2020-06-02|UT|4.6|10202|211589|NA|NA|221791
2020-06-03|UT|4.69|10497|213484|NA|NA|223981
2020-06-04|UT|4.75|10813|216694|NA|NA|227507
2020-06-05|UT|4.85|11252|220945|NA|NA|232197
2020-06-06|UT|5.02|11798|223351|NA|NA|235149
2020-06-07|UT|5.07|12066|225885|NA|NA|237951
2020-06-08|UT|5.07|12322|230577|NA|NA|242899
2020-06-09|UT|5.09|12559|234301|NA|NA|246860
2020-06-10|UT|5.15|12864|236896|NA|NA|249760
2020-06-11|UT|5.2|13252|241416|NA|NA|254668
2020-06-12|UT|5.25|13577|245209|NA|NA|258786
