state|county|agg_cases|agg_deaths|county_cfr
Alabama|Autauga|11590|290|2.5
Alabama|Baldwin|18424|476|2.58
Alabama|Barbour|8021|55|0.69
Alabama|Bibb|4488|46|1.02
Alabama|Blount|4263|37|0.87
Alabama|Bullock|8349|228|2.73
Alabama|Butler|19369|773|3.99
Alabama|Calhoun|10216|206|2.02
Alabama|Chambers|25993|1625|6.25
Alabama|Cherokee|2170|121|5.58
Alabama|Chilton|6362|84|1.32
Alabama|Choctaw|7160|325|4.54
Alabama|Clarke|6922|125|1.81
Alabama|Clay|1900|101|5.32
Alabama|Cleburne|1179|65|5.51
Alabama|Coffee|12775|45|0.35
Alabama|Colbert|8794|186|2.12
Alabama|Conecuh|2613|33|1.26
Alabama|Coosa|2553|71|2.78
Alabama|Covington|5424|63|1.16
Alabama|Crenshaw|3900|104|2.67
Alabama|Cullman|8645|39|0.45
Alabama|Dale|5899|0|0
Alabama|Dallas|14774|237|1.6
Alabama|DeKalb|13555|198|1.46
Alabama|Elmore|18956|395|2.08
Alabama|Escambia|3862|177|4.58
Alabama|Etowah|15665|766|4.89
Alabama|Fayette|1174|5|0.43
Alabama|Franklin|25565|322|1.26
Alabama|Geneva|1821|0|0
Alabama|Greene|5794|211|3.64
Alabama|Hale|8528|401|4.7
Alabama|Henry|3900|93|2.38
Alabama|Houston|12271|291|2.37
Alabama|Jackson|5446|186|3.42
Alabama|Jefferson|114191|5456|4.78
Alabama|Lamar|1570|3|0.19
Alabama|Lauderdale|9060|219|2.42
Alabama|Lawrence|2611|0|0
Alabama|Lee|37419|2105|5.63
Alabama|Limestone|7305|0|0
Alabama|Lowndes|12535|546|4.36
Alabama|Macon|4819|224|4.65
Alabama|Madison|25668|335|1.31
Alabama|Marengo|8553|373|4.36
Alabama|Marion|7867|644|8.19
Alabama|Marshall|40857|545|1.33
Alabama|Mobile|126425|6449|5.1
Alabama|Monroe|3119|117|3.75
Alabama|Montgomery|88872|2150|2.42
Alabama|Morgan|16932|53|0.31
Alabama|Perry|2281|0|0
Alabama|Pickens|6318|227|3.59
Alabama|Pike|11024|34|0.31
Alabama|Randolph|7644|459|6
Alabama|Russell|9947|0|0
Alabama|Shelby|33881|1183|3.49
Alabama|St. Clair|8054|66|0.82
Alabama|Sumter|10787|374|3.47
Alabama|Talladega|7078|215|3.04
Alabama|Tallapoosa|25790|3260|12.64
Alabama|Tuscaloosa|42273|751|1.78
Alabama|Unknown|126|0|0
Alabama|Walker|19337|132|0.68
Alabama|Washington|4078|290|7.11
Alabama|Wilcox|8516|340|3.99
Alabama|Winston|4190|16|0.38
Alaska|Aleutians East Borough|22|0|0
Alaska|Aleutians West Census Area|69|0|0
Alaska|Anchorage|17693|354|2
Alaska|Bethel Census Area|174|0|0
Alaska|Bristol Bay Borough|61|0|0
Alaska|Dillingham Census Area|23|0|0
Alaska|Fairbanks North Star Borough|7084|153|2.16
Alaska|Haines Borough|21|0|0
Alaska|Juneau City and Borough|2371|0|0
Alaska|Kenai Peninsula Borough|3492|48|1.37
Alaska|Ketchikan Gateway Borough|1492|0|0
Alaska|Kodiak Island Borough|115|0|0
Alaska|Lake and Peninsula Borough|28|0|0
Alaska|Matanuska-Susitna Borough|2044|70|3.42
Alaska|Nome Census Area|162|0|0
Alaska|North Slope Borough|37|0|0
Alaska|Northwest Arctic Borough|91|0|0
Alaska|Petersburg Borough|199|0|0
Alaska|Prince of Wales-Hyder Census Area|147|0|0
Alaska|Sitka City and Borough|204|0|0
Alaska|Southeast Fairbanks Census Area|205|0|0
Alaska|Unknown|89|0|0
Alaska|Valdez-Cordova Census Area|293|0|0
Alaska|Wrangell City and Borough|31|0|0
Alaska|Yukon-Koyukuk Census Area|85|0|0
Arizona|Apache|74865|1811|2.42
Arizona|Cochise|6564|142|2.16
Arizona|Coconino|64219|4585|7.14
Arizona|Gila|2478|94|3.79
Arizona|Graham|1854|52|2.8
Arizona|Greenlee|367|22|5.99
Arizona|La Paz|5595|138|2.47
Arizona|Maricopa|683742|23237|3.4
Arizona|Mohave|21441|2290|10.68
Arizona|Navajo|105323|3408|3.24
Arizona|Pima|160678|10662|6.64
Arizona|Pinal|59280|1953|3.29
Arizona|Santa Cruz|24006|184|0.77
Arizona|Yavapai|16930|313|1.85
Arizona|Yuma|75841|1049|1.38
Arkansas|Arkansas|356|0|0
Arkansas|Ashley|1684|12|0.71
Arkansas|Baxter|626|0|0
Arkansas|Benton|36542|149|0.41
Arkansas|Boone|453|0|0
Arkansas|Bradley|1360|71|5.22
Arkansas|Carroll|1852|36|1.94
Arkansas|Chicot|1453|21|1.45
Arkansas|Clark|3005|0|0
Arkansas|Clay|494|5|1.01
Arkansas|Cleburne|6462|342|5.29
Arkansas|Cleveland|1189|0|0
Arkansas|Columbia|1287|104|8.08
Arkansas|Conway|1064|104|9.77
Arkansas|Craighead|12811|51|0.4
Arkansas|Crawford|1664|0|0
Arkansas|Crittenden|22204|525|2.36
Arkansas|Cross|2912|6|0.21
Arkansas|Dallas|135|0|0
Arkansas|Desha|1302|0|0
Arkansas|Drew|1367|74|5.41
Arkansas|Faulkner|8267|194|2.35
Arkansas|Franklin|259|0|0
Arkansas|Fulton|312|0|0
Arkansas|Garland|10142|48|0.47
Arkansas|Grant|1266|0|0
Arkansas|Greene|2916|0|0
Arkansas|Hempstead|1157|75|6.48
Arkansas|Hot Spring|2058|0|0
Arkansas|Howard|1638|1|0.06
Arkansas|Independence|1735|0|0
Arkansas|Izard|855|21|2.46
Arkansas|Jackson|330|0|0
Arkansas|Jefferson|28057|1378|4.91
Arkansas|Johnson|3517|0|0
Arkansas|Lafayette|619|58|9.37
Arkansas|Lawrence|4902|348|7.1
Arkansas|Lee|6832|70|1.02
Arkansas|Lincoln|58674|451|0.77
Arkansas|Little River|632|0|0
Arkansas|Logan|542|1|0.18
Arkansas|Lonoke|3742|0|0
Arkansas|Madison|2029|0|0
Arkansas|Marion|97|0|0
Arkansas|Miller|3385|69|2.04
Arkansas|Mississippi|3971|68|1.71
Arkansas|Monroe|350|0|0
Arkansas|Montgomery|84|0|0
Arkansas|Nevada|1475|11|0.75
Arkansas|Newton|215|0|0
Arkansas|Ouachita|713|0|0
Arkansas|Perry|784|0|0
Arkansas|Phillips|1249|75|6
Arkansas|Pike|334|0|0
Arkansas|Poinsett|2199|121|5.5
Arkansas|Polk|1531|1|0.07
Arkansas|Pope|8638|52|0.6
Arkansas|Prairie|272|0|0
Arkansas|Pulaski|58943|2026|3.44
Arkansas|Randolph|1639|5|0.31
Arkansas|Saline|7348|93|1.27
Arkansas|Scott|136|0|0
Arkansas|Searcy|551|0|0
Arkansas|Sebastian|3834|33|0.86
Arkansas|Sevier|10988|116|1.06
Arkansas|Sharp|2039|114|5.59
Arkansas|St. Francis|29540|50|0.17
Arkansas|Stone|710|0|0
Arkansas|Union|8499|361|4.25
Arkansas|Unknown|15273|25|0.16
Arkansas|Van Buren|2396|160|6.68
Arkansas|Washington|40370|411|1.02
Arkansas|White|3302|64|1.94
Arkansas|Woodruff|133|0|0
Arkansas|Yell|7585|70|0.92
California|Alameda|200615|6006|2.99
California|Alpine|137|0|0
California|Amador|645|0|0
California|Butte|2969|22|0.74
California|Calaveras|1213|0|0
California|Colusa|357|0|0
California|Contra Costa|96795|2504|2.59
California|Del Norte|1587|0|0
California|El Dorado|5643|0|0
California|Fresno|100625|1817|1.81
California|Glenn|1001|0|0
California|Humboldt|6375|113|1.77
California|Imperial|112524|1539|1.37
California|Inyo|1607|61|3.8
California|Kern|130877|1942|1.48
California|Kings|51176|256|0.5
California|Lake|1167|0|0
California|Lassen|215|0|0
California|Los Angeles|3085794|131660|4.27
California|Madera|8109|198|2.44
California|Marin|32364|1113|3.44
California|Mariposa|834|39|4.68
California|Mendocino|1654|0|0
California|Merced|17876|386|2.16
California|Modoc|2|0|0
California|Mono|2533|84|3.32
California|Monterey|33458|577|1.72
California|Napa|7960|214|2.69
California|Nevada|3675|81|2.2
California|Orange|362737|8306|2.29
California|Placer|17481|669|3.83
California|Plumas|329|0|0
California|Riverside|475793|18252|3.84
California|Sacramento|101196|3958|3.91
California|San Benito|6010|179|2.98
California|San Bernardino|298590|10867|3.64
California|San Diego|447364|16161|3.61
California|San Francisco|160540|2599|1.62
California|San Joaquin|66504|2433|3.66
California|San Luis Obispo|19097|80|0.42
California|San Mateo|131625|5060|3.84
California|Santa Barbara|93237|816|0.88
California|Santa Clara|202535|9778|4.83
California|Santa Cruz|13792|193|1.4
California|Shasta|2989|316|10.57
California|Sierra|32|0|0
California|Siskiyou|666|0|0
California|Solano|32955|1010|3.06
California|Sonoma|33497|275|0.82
California|Stanislaus|47519|1544|3.25
California|Sutter|3550|169|4.76
California|Tehama|433|58|13.39
California|Trinity|104|0|0
California|Tulare|107502|4589|4.27
California|Tuolumne|318|0|0
California|Unknown|23|1|4.35
California|Ventura|69805|1990|2.85
California|Yolo|14748|1413|9.58
California|Yuba|2001|79|3.95
Colorado|Adams|183249|7042|3.84
Colorado|Alamosa|3983|163|4.09
Colorado|Arapahoe|257097|16284|6.33
Colorado|Archuleta|609|0|0
Colorado|Baca|922|0|0
Colorado|Bent|93|0|0
Colorado|Boulder|59889|3724|6.22
Colorado|Broomfield|14886|1344|9.03
Colorado|Chaffee|5086|1153|22.67
Colorado|Cheyenne|226|0|0
Colorado|Clear Creek|1195|63|5.27
Colorado|Conejos|155|0|0
Colorado|Costilla|465|0|0
Colorado|Crowley|2696|96|3.56
Colorado|Custer|163|0|0
Colorado|Delta|3956|76|1.92
Colorado|Denver|329286|17683|5.37
Colorado|Douglas|47455|2546|5.37
Colorado|Eagle|46514|611|1.31
Colorado|El Paso|103797|6257|6.03
Colorado|Elbert|3095|122|3.94
Colorado|Fremont|1692|0|0
Colorado|Garfield|9611|160|1.66
Colorado|Gilpin|210|0|0
Colorado|Grand|704|0|0
Colorado|Gunnison|13544|404|2.98
Colorado|Hinsdale|236|0|0
Colorado|Huerfano|199|0|0
Colorado|Jefferson|136647|9038|6.61
Colorado|Kit Carson|1794|169|9.42
Colorado|La Plata|5478|45|0.82
Colorado|Lake|1851|0|0
Colorado|Larimer|36336|1637|4.51
Colorado|Las Animas|329|0|0
Colorado|Lincoln|230|0|0
Colorado|Logan|29983|196|0.65
Colorado|Mesa|4123|0|0
Colorado|Mineral|170|0|0
Colorado|Moffat|515|0|0
Colorado|Montezuma|2479|199|8.03
Colorado|Montrose|10307|790|7.66
Colorado|Morgan|34781|2064|5.93
Colorado|Otero|1043|60|5.75
Colorado|Ouray|503|75|14.91
Colorado|Park|1276|0|0
Colorado|Phillips|739|0|0
Colorado|Pitkin|5041|175|3.47
Colorado|Prowers|650|0|0
Colorado|Pueblo|16298|1021|6.26
Colorado|Rio Blanco|88|0|0
Colorado|Rio Grande|1646|5|0.3
Colorado|Routt|4570|365|7.99
Colorado|Saguache|2805|42|1.5
Colorado|San Juan|50|0|0
Colorado|San Miguel|1624|0|0
Colorado|Summit|13546|137|1.01
Colorado|Teller|2364|166|7.02
Colorado|Unknown|6875|33|0.48
Colorado|Washington|1599|0|0
Colorado|Weld|156643|8345|5.33
Colorado|Yuma|1585|0|0
Connecticut|Fairfield|1001535|75041|7.49
Connecticut|Hartford|585520|68480|11.7
Connecticut|Litchfield|85757|7639|8.91
Connecticut|Middlesex|65639|8394|12.79
Connecticut|New Haven|689438|53518|7.76
Connecticut|New London|60702|4511|7.43
Connecticut|Tolland|47221|3614|7.65
Connecticut|Unknown|27326|146|0.53
Connecticut|Windham|22284|675|3.03
Delaware|Kent|80222|3474|4.33
Delaware|New Castle|209307|8650|4.13
Delaware|Sussex|230762|7122|3.09
Delaware|Unknown|2191|15|0.68
District of Columbia|District of Columbia|499158|25058|5.02
Florida|Alachua|27645|408|1.48
Florida|Baker|2051|239|11.65
Florida|Bay|7116|223|3.13
Florida|Bradford|3611|139|3.85
Florida|Brevard|28836|767|2.66
Florida|Broward|493078|19027|3.86
Florida|Calhoun|2698|146|5.41
Florida|Charlotte|26631|3124|11.73
Florida|Citrus|8888|832|9.36
Florida|Clay|25183|1741|6.91
Florida|Collier|95471|2614|2.74
Florida|Columbia|8448|118|1.4
Florida|DeSoto|10293|480|4.66
Florida|Dixie|2159|73|3.38
Florida|Duval|107601|2758|2.56
Florida|Escambia|51664|1650|3.19
Florida|Flagler|11532|265|2.3
Florida|Franklin|163|0|0
Florida|Gadsden|13740|116|0.84
Florida|Gilchrist|1175|0|0
Florida|Glades|2753|84|3.05
Florida|Gulf|221|0|0
Florida|Hamilton|9403|28|0.3
Florida|Hardee|5784|7|0.12
Florida|Hendry|21033|727|3.46
Florida|Hernando|8547|328|3.84
Florida|Highlands|8766|601|6.86
Florida|Hillsborough|155205|4224|2.72
Florida|Holmes|1253|0|0
Florida|Indian River|10511|598|5.69
Florida|Jackson|11258|31|0.28
Florida|Jefferson|2084|177|8.49
Florida|Lafayette|468|0|0
Florida|Lake|23183|961|4.15
Florida|Lee|125511|5931|4.73
Florida|Leon|23816|370|1.55
Florida|Levy|3049|24|0.79
Florida|Liberty|10089|21|0.21
Florida|Madison|4482|184|4.11
Florida|Manatee|66239|5645|8.52
Florida|Marion|16797|417|2.48
Florida|Martin|39116|655|1.67
Florida|Miami-Dade|1190647|39419|3.31
Florida|Monroe|7769|268|3.45
Florida|Nassau|5213|52|1
Florida|Okaloosa|15799|354|2.24
Florida|Okeechobee|5043|0|0
Florida|Orange|151083|2688|1.78
Florida|Osceola|48158|1087|2.26
Florida|Palm Beach|379115|20479|5.4
Florida|Pasco|26993|763|2.83
Florida|Pinellas|95403|4741|4.97
Florida|Polk|63473|3137|4.94
Florida|Putnam|9808|267|2.72
Florida|Santa Rosa|15646|631|4.03
Florida|Sarasota|39761|4451|11.19
Florida|Seminole|38781|732|1.89
Florida|St. Johns|19871|386|1.94
Florida|St. Lucie|33317|1937|5.81
Florida|Sumter|17502|1127|6.44
Florida|Suwannee|11445|1090|9.52
Florida|Taylor|1335|0|0
Florida|Union|1454|29|1.99
Florida|Unknown|4236|45|1.06
Florida|Volusia|47675|2273|4.77
Florida|Wakulla|2100|72|3.43
Florida|Walton|6627|326|4.92
Florida|Washington|2777|201|7.24
Georgia|Appling|8448|655|7.75
Georgia|Atkinson|2410|96|3.98
Georgia|Bacon|5904|139|2.35
Georgia|Baker|2211|187|8.46
Georgia|Baldwin|20900|1241|5.94
Georgia|Banks|4184|19|0.45
Georgia|Barrow|18080|831|4.6
Georgia|Bartow|32338|2510|7.76
Georgia|Ben Hill|4071|40|0.98
Georgia|Berrien|2553|4|0.16
Georgia|Bibb|28404|1372|4.83
Georgia|Bleckley|2280|8|0.35
Georgia|Brantley|2974|144|4.84
Georgia|Brooks|4752|547|11.51
Georgia|Bryan|4824|297|6.16
Georgia|Bulloch|4335|152|3.51
Georgia|Burke|7381|299|4.05
Georgia|Butts|13185|1217|9.23
Georgia|Calhoun|8541|357|4.18
Georgia|Camden|3739|61|1.63
Georgia|Candler|823|0|0
Georgia|Carroll|34348|1589|4.63
Georgia|Catoosa|7599|36|0.47
Georgia|Charlton|1654|50|3.02
Georgia|Chatham|29595|1295|4.38
Georgia|Chattahoochee|5828|5|0.09
Georgia|Chattooga|1585|133|8.39
Georgia|Cherokee|51906|1759|3.39
Georgia|Clarke|17101|1081|6.32
Georgia|Clay|2508|167|6.66
Georgia|Clayton|75737|3046|4.02
Georgia|Clinch|2916|67|2.3
Georgia|Cobb|181559|10177|5.61
Georgia|Coffee|15687|746|4.76
Georgia|Colquitt|25577|862|3.37
Georgia|Columbia|15575|383|2.46
Georgia|Cook|2895|98|3.39
Georgia|Coweta|24320|513|2.11
Georgia|Crawford|1612|0|0
Georgia|Crisp|14395|438|3.04
Georgia|Dade|1891|81|4.28
Georgia|Dawson|6374|111|1.74
Georgia|Decatur|10181|256|2.51
Georgia|DeKalb|219941|6359|2.89
Georgia|Dodge|2958|96|3.25
Georgia|Dooly|10880|741|6.81
Georgia|Dougherty|129241|9984|7.73
Georgia|Douglas|33673|1345|3.99
Georgia|Early|16987|1803|10.61
Georgia|Echols|4575|0|0
Georgia|Effingham|4119|79|1.92
Georgia|Elbert|3702|0|0
Georgia|Emanuel|1987|81|4.08
Georgia|Evans|398|0|0
Georgia|Fannin|2966|58|1.96
Georgia|Fayette|15960|886|5.55
Georgia|Floyd|17309|942|5.44
Georgia|Forsyth|30937|787|2.54
Georgia|Franklin|4251|54|1.27
Georgia|Fulton|284413|13374|4.7
Georgia|Gilmer|7635|30|0.39
Georgia|Glascock|56|0|0
Georgia|Glynn|7928|91|1.15
Georgia|Gordon|10783|1009|9.36
Georgia|Grady|6434|245|3.81
Georgia|Greene|4712|373|7.92
Georgia|Gwinnett|224822|7317|3.25
Georgia|Habersham|28606|1176|4.11
Georgia|Hall|142820|2454|1.72
Georgia|Hancock|9179|934|10.18
Georgia|Haralson|2888|163|5.64
Georgia|Harris|7120|274|3.85
Georgia|Hart|1706|0|0
Georgia|Heard|1696|142|8.37
Georgia|Henry|46708|1325|2.84
Georgia|Houston|23464|1196|5.1
Georgia|Irwin|1873|62|3.31
Georgia|Jackson|11025|279|2.53
Georgia|Jasper|2384|33|1.38
Georgia|Jeff Davis|2169|75|3.46
Georgia|Jefferson|2184|75|3.43
Georgia|Jenkins|1784|161|9.02
Georgia|Johnson|4702|134|2.85
Georgia|Jones|2538|0|0
Georgia|Lamar|3857|130|3.37
Georgia|Lanier|1976|117|5.92
Georgia|Laurens|6460|74|1.15
Georgia|Lee|26430|1641|6.21
Georgia|Liberty|4376|21|0.48
Georgia|Lincoln|1078|21|1.95
Georgia|Long|789|33|4.18
Georgia|Lowndes|22173|300|1.35
Georgia|Lumpkin|5482|68|1.24
Georgia|Macon|6329|339|5.36
Georgia|Madison|2991|107|3.58
Georgia|Marion|3360|109|3.24
Georgia|McDuffie|4181|321|7.68
Georgia|McIntosh|795|24|3.02
Georgia|Meriwether|5801|92|1.59
Georgia|Miller|2651|0|0
Georgia|Mitchell|26492|2298|8.67
Georgia|Monroe|5575|497|8.91
Georgia|Montgomery|632|0|0
Georgia|Morgan|2419|0|0
Georgia|Murray|5192|53|1.02
Georgia|Muscogee|39534|1098|2.78
Georgia|Newton|21064|632|3
Georgia|Oconee|6746|275|4.08
Georgia|Oglethorpe|4010|341|8.5
Georgia|Paulding|19851|716|3.61
Georgia|Peach|4768|292|6.12
Georgia|Pickens|3001|232|7.73
Georgia|Pierce|6281|237|3.77
Georgia|Pike|3604|156|4.33
Georgia|Polk|6994|28|0.4
Georgia|Pulaski|2549|108|4.24
Georgia|Putnam|4964|474|9.55
Georgia|Quitman|652|69|10.58
Georgia|Rabun|1320|78|5.91
Georgia|Randolph|12693|1371|10.8
Georgia|Richmond|36340|1533|4.22
Georgia|Rockdale|18514|557|3.01
Georgia|Schley|1275|78|6.12
Georgia|Screven|2403|136|5.66
Georgia|Seminole|2811|138|4.91
Georgia|Spalding|17590|1149|6.53
Georgia|Stephens|7664|147|1.92
Georgia|Stewart|2876|26|0.9
Georgia|Sumter|31888|2583|8.1
Georgia|Talbot|2359|99|4.2
Georgia|Taliaferro|62|0|0
Georgia|Tattnall|1604|0|0
Georgia|Taylor|1472|155|10.53
Georgia|Telfair|2387|49|2.05
Georgia|Terrell|14823|1681|11.34
Georgia|Thomas|19336|1831|9.47
Georgia|Tift|16291|862|5.29
Georgia|Toombs|4006|264|6.59
Georgia|Towns|1649|56|3.4
Georgia|Treutlen|587|5|0.85
Georgia|Troup|23162|702|3.03
Georgia|Turner|7221|742|10.28
Georgia|Twiggs|905|23|2.54
Georgia|Union|2686|100|3.72
Georgia|Unknown|90633|166|0.18
Georgia|Upson|18132|1910|10.53
Georgia|Walker|8100|40|0.49
Georgia|Walton|14081|756|5.37
Georgia|Ware|13513|868|6.42
Georgia|Warren|1154|0|0
Georgia|Washington|4281|68|1.59
Georgia|Wayne|1374|0|0
Georgia|Webster|804|75|9.33
Georgia|Wheeler|792|0|0
Georgia|White|6054|134|2.21
Georgia|Whitfield|20128|482|2.39
Georgia|Wilcox|6655|755|11.34
Georgia|Wilkes|2098|41|1.95
Georgia|Wilkinson|3616|281|7.77
Georgia|Worth|14574|1139|7.82
Guam|Unknown|81780|485|0.59
Hawaii|Hawaii|5677|0|0
Hawaii|Honolulu|34723|764|2.2
Hawaii|Kauai|1789|0|0
Hawaii|Maui|8976|406|4.52
Hawaii|Unknown|193|3|1.55
Idaho|Ada|61104|1450|2.37
Idaho|Adams|260|0|0
Idaho|Bannock|2040|22|1.08
Idaho|Benewah|443|0|0
Idaho|Bingham|744|0|0
Idaho|Blaine|41578|408|0.98
Idaho|Bonner|410|0|0
Idaho|Bonneville|3192|9|0.28
Idaho|Camas|84|0|0
Idaho|Canyon|21959|464|2.11
Idaho|Caribou|171|0|0
Idaho|Cassia|3907|84|2.15
Idaho|Custer|173|0|0
Idaho|Elmore|2321|123|5.3
Idaho|Franklin|304|0|0
Idaho|Fremont|240|0|0
Idaho|Gem|1165|0|0
Idaho|Gooding|2271|8|0.35
Idaho|Idaho|251|0|0
Idaho|Jefferson|565|0|0
Idaho|Jerome|8671|162|1.87
Idaho|Kootenai|5709|5|0.09
Idaho|Latah|438|0|0
Idaho|Lemhi|67|0|0
Idaho|Lincoln|2164|0|0
Idaho|Madison|1419|0|0
Idaho|Minidoka|2897|0|0
Idaho|Nez Perce|5268|1264|23.99
Idaho|Owyhee|668|0|0
Idaho|Payette|1557|124|7.96
Idaho|Power|349|0|0
Idaho|Teton|813|0|0
Idaho|Twin Falls|23074|1210|5.24
Idaho|Unknown|64|0|0
Idaho|Valley|195|0|0
Idaho|Washington|1885|0|0
Illinois|Adams|3039|53|1.74
Illinois|Alexander|593|0|0
Illinois|Bond|685|68|9.93
Illinois|Boone|21048|923|4.39
Illinois|Brown|467|0|0
Illinois|Bureau|1102|49|4.45
Illinois|Calhoun|79|0|0
Illinois|Carroll|953|148|15.53
Illinois|Cass|3806|0|0
Illinois|Champaign|30479|487|1.6
Illinois|Christian|2564|390|15.21
Illinois|Clark|635|0|0
Illinois|Clay|134|0|0
