state|county|agg_cases|agg_deaths|county_cfr
Nebraska|Dixon|1511|17|1.13
Nebraska|Dodge|21429|78|0.36
Nebraska|Douglas|203492|2290|1.13
Nebraska|Fillmore|340|22|6.47
Nebraska|Franklin|361|0|0
Nebraska|Frontier|55|0|0
Nebraska|Furnas|397|13|3.27
Nebraska|Gage|2987|239|8
Nebraska|Garden|84|0|0
Nebraska|Garfield|19|0|0
Nebraska|Gosper|792|0|0
Nebraska|Greeley|139|0|0
Nebraska|Hall|89296|2379|2.66
Nebraska|Hamilton|3637|652|17.93
Nebraska|Harlan|7|0|0
Nebraska|Hitchcock|54|0|0
Nebraska|Holt|52|0|0
Nebraska|Howard|2022|119|5.89
Nebraska|Jefferson|360|0|0
Nebraska|Johnson|360|0|0
Nebraska|Kearney|639|0|0
Nebraska|Keith|98|0|0
Nebraska|Kimball|792|0|0
Nebraska|Knox|531|0|0
Nebraska|Lancaster|58267|395|0.68
Nebraska|Lincoln|2988|141|4.72
Nebraska|Madison|16459|245|1.49
Nebraska|Merrick|1761|0|0
Nebraska|Morrill|541|0|0
Nebraska|Nance|230|0|0
Nebraska|Nemaha|198|0|0
Nebraska|Nuckolls|38|0|0
Nebraska|Otoe|416|0|0
Nebraska|Phelps|907|0|0
Nebraska|Pierce|212|0|0
Nebraska|Platte|27000|50|0.19
Nebraska|Polk|640|0|0
Nebraska|Red Willow|284|0|0
Nebraska|Richardson|58|13|22.41
Nebraska|Saline|24156|65|0.27
Nebraska|Sarpy|30863|180|0.58
Nebraska|Saunders|1989|53|2.66
Nebraska|Scotts Bluff|5673|27|0.48
Nebraska|Seward|1394|63|4.52
Nebraska|Sherman|183|0|0
Nebraska|Sioux|15|0|0
Nebraska|Stanton|935|0|0
Nebraska|Thayer|25|0|0
Nebraska|Thomas|48|0|0
Nebraska|Thurston|1981|11|0.56
Nebraska|Unknown|2512|12|0.48
Nebraska|Valley|210|0|0
Nebraska|Washington|2301|71|3.09
Nebraska|Wayne|732|0|0
Nebraska|Webster|321|0|0
Nebraska|York|1790|0|0
Nevada|Carson City|5380|191|3.55
Nevada|Churchill|450|64|14.22
Nevada|Clark|432584|20587|4.76
Nevada|Douglas|2086|0|0
Nevada|Elko|1796|80|4.45
Nevada|Humboldt|4553|221|4.85
Nevada|Lander|1086|0|0
Nevada|Lincoln|87|0|0
Nevada|Lyon|3712|39|1.05
Nevada|Mineral|232|0|0
Nevada|Nye|3787|74|1.95
Nevada|Pershing|94|0|0
Nevada|Storey|36|0|0
Nevada|Unknown|1874|216|11.53
Nevada|Washoe|96662|3366|3.48
Nevada|White Pine|221|0|0
New Hampshire|Belknap|3919|11|0.28
New Hampshire|Carroll|3233|0|0
New Hampshire|Cheshire|3531|152|4.3
New Hampshire|Coos|276|0|0
New Hampshire|Grafton|5264|53|1.01
New Hampshire|Hillsborough|131865|7331|5.56
New Hampshire|Merrimack|19391|771|3.98
New Hampshire|Rockingham|77359|3691|4.77
New Hampshire|Strafford|15434|696|4.51
New Hampshire|Sullivan|1229|83|6.75
New Hampshire|Unknown|818|12|1.47
New Jersey|Atlantic|117395|7528|6.41
New Jersey|Bergen|1284010|98535|7.67
New Jersey|Burlington|268136|16027|5.98
New Jersey|Camden|369514|18296|4.95
New Jersey|Cape May|34964|2729|7.81
New Jersey|Cumberland|114658|3801|3.32
New Jersey|Essex|1166437|102420|8.78
New Jersey|Gloucester|128045|7241|5.66
New Jersey|Hudson|1215036|70080|5.77
New Jersey|Hunterdon|59343|3332|5.61
New Jersey|Mercer|398564|25821|6.48
New Jersey|Middlesex|1014681|57466|5.66
New Jersey|Monmouth|542364|35055|6.46
New Jersey|Morris|438550|37143|8.47
New Jersey|Ocean|570155|41853|7.34
New Jersey|Passaic|1043001|53051|5.09
New Jersey|Salem|32428|2025|6.24
New Jersey|Somerset|295889|24389|8.24
New Jersey|Sussex|75076|8939|11.91
New Jersey|Union|1042850|62563|6
New Jersey|Unknown|108282|168|0.16
New Jersey|Warren|74622|7550|10.12
New Mexico|Bernalillo|88330|4033|4.57
New Mexico|Catron|131|59|45.04
New Mexico|Chaves|2824|109|3.86
New Mexico|Cibola|7946|329|4.14
New Mexico|Colfax|378|0|0
New Mexico|Curry|3127|0|0
New Mexico|Doña Ana|25364|184|0.73
New Mexico|Eddy|1652|90|5.45
New Mexico|Grant|1102|0|0
New Mexico|Guadalupe|1078|0|0
New Mexico|Harding|61|0|0
New Mexico|Hidalgo|241|0|0
New Mexico|Lea|1607|0|0
New Mexico|Lincoln|229|0|0
New Mexico|Los Alamos|460|0|0
New Mexico|Luna|843|58|6.88
New Mexico|McKinley|128047|5259|4.11
New Mexico|Otero|16613|118|0.71
New Mexico|Quay|297|64|21.55
New Mexico|Rio Arriba|2608|26|1
New Mexico|Roosevelt|1832|8|0.44
New Mexico|San Juan|91233|6179|6.77
New Mexico|San Miguel|683|0|0
New Mexico|Sandoval|36377|1464|4.02
New Mexico|Santa Fe|10096|130|1.29
New Mexico|Sierra|98|0|0
New Mexico|Socorro|3369|227|6.74
New Mexico|Taos|1902|0|0
New Mexico|Torrance|2276|47|2.07
New Mexico|Union|218|0|0
New Mexico|Unknown|222|19|8.56
New Mexico|Valencia|4608|76|1.65
New York|Albany|112278|7676|6.84
New York|Allegany|3268|7|0.21
New York|Broome|32081|2529|7.88
New York|Cattaraugus|5163|139|2.69
New York|Cayuga|5190|78|1.5
New York|Chautauqua|4629|191|4.13
New York|Chemung|9269|306|3.3
New York|Chenango|8650|110|1.27
New York|Clinton|6221|276|4.44
New York|Columbia|22465|2088|9.29
New York|Cortland|2639|0|0
New York|Delaware|5437|6|0.11
New York|Dutchess|258405|8282|3.21
New York|Erie|355630|28545|8.03
New York|Essex|2872|0|0
New York|Franklin|1486|0|0
New York|Fulton|10536|635|6.03
New York|Genesee|12780|274|2.14
New York|Greene|13848|205|1.48
New York|Hamilton|372|0|0
New York|Herkimer|6752|98|1.45
New York|Jefferson|5280|0|0
New York|Lewis|1126|0|0
New York|Livingston|7077|233|3.29
New York|Madison|18575|252|1.36
New York|Monroe|169519|11850|6.99
New York|Montgomery|5423|225|4.15
New York|Nassau|2912922|171835|5.9
New York|New York City|14523703|1419221|9.77
New York|Niagara|55487|2582|4.65
New York|Oneida|57175|2792|4.88
New York|Onondaga|117053|6560|5.6
New York|Ontario|11392|793|6.96
New York|Orange|711232|22736|3.2
New York|Orleans|11781|1281|10.87
New York|Oswego|6837|14|0.2
New York|Otsego|5204|402|7.72
New York|Putnam|81299|3866|4.76
New York|Rensselaer|28968|1891|6.53
New York|Rockland|948226|29973|3.16
New York|Saratoga|32057|263|0.82
New York|Schenectady|43069|1975|4.59
New York|Schoharie|3263|0|0
New York|Schuyler|710|0|0
New York|Seneca|3493|22|0.63
New York|St. Lawrence|13693|144|1.05
New York|Steuben|16972|1095|6.45
New York|Suffolk|2774254|117056|4.22
New York|Sullivan|82071|1598|1.95
New York|Tioga|7444|873|11.73
New York|Tompkins|11806|144|1.22
New York|Ulster|108188|2223|2.05
New York|Unknown|2128|4359|204.84
New York|Warren|15095|1525|10.1
New York|Washington|13666|527|3.86
New York|Wayne|7257|48|0.66
New York|Westchester|2433279|95934|3.94
New York|Wyoming|5528|221|4
New York|Yates|1938|273|14.09
North Carolina|Alamance|21912|944|4.31
North Carolina|Alexander|1678|0|0
North Carolina|Alleghany|984|0|0
North Carolina|Anson|3595|26|0.72
North Carolina|Ashe|1661|13|0.78
North Carolina|Avery|135|0|0
North Carolina|Beaufort|2294|0|0
North Carolina|Bertie|6121|208|3.4
North Carolina|Bladen|6295|88|1.4
North Carolina|Brunswick|7888|280|3.55
North Carolina|Buncombe|16020|1042|6.5
North Carolina|Burke|22832|866|3.79
North Carolina|Cabarrus|31677|1224|3.86
North Carolina|Caldwell|8101|110|1.36
North Carolina|Camden|221|0|0
North Carolina|Carteret|2673|220|8.23
North Carolina|Caswell|3817|46|1.21
North Carolina|Catawba|12798|300|2.34
North Carolina|Chatham|35736|1395|3.9
North Carolina|Cherokee|1560|84|5.38
North Carolina|Chowan|889|0|0
North Carolina|Clay|436|0|0
North Carolina|Cleveland|6149|131|2.13
North Carolina|Columbus|17550|1279|7.29
North Carolina|Craven|9824|297|3.02
North Carolina|Cumberland|36016|1059|2.94
North Carolina|Currituck|713|0|0
North Carolina|Dare|1318|81|6.15
North Carolina|Davidson|24344|685|2.81
North Carolina|Davie|5163|162|3.14
North Carolina|Duplin|37745|653|1.73
North Carolina|Durham|98949|2503|2.53
North Carolina|Edgecombe|11391|459|4.03
North Carolina|Forsyth|68275|795|1.16
North Carolina|Franklin|10363|1267|12.23
North Carolina|Gaston|19392|419|2.16
North Carolina|Gates|1104|39|3.53
North Carolina|Graham|169|0|0
North Carolina|Granville|21616|604|2.79
North Carolina|Greene|4215|80|1.9
North Carolina|Guilford|72120|3722|5.16
North Carolina|Halifax|9199|79|0.86
North Carolina|Harnett|17758|1260|7.1
North Carolina|Haywood|2284|0|0
North Carolina|Henderson|20518|2349|11.45
North Carolina|Hertford|5321|172|3.23
North Carolina|Hoke|11953|43|0.36
North Carolina|Hyde|91|0|0
North Carolina|Iredell|16747|327|1.95
North Carolina|Jackson|1959|49|2.5
North Carolina|Johnston|28322|1319|4.66
North Carolina|Jones|1439|162|11.26
North Carolina|Lee|23270|179|0.77
North Carolina|Lenoir|11177|369|3.3
North Carolina|Lincoln|4745|0|0
North Carolina|Macon|4254|77|1.81
North Carolina|Madison|154|0|0
North Carolina|Martin|3421|173|5.06
North Carolina|McDowell|4485|59|1.32
North Carolina|Mecklenburg|258337|5351|2.07
North Carolina|Mitchell|713|0|0
North Carolina|Montgomery|6572|218|3.32
North Carolina|Moore|11800|513|4.35
North Carolina|Nash|11853|221|1.86
North Carolina|New Hanover|13133|249|1.9
North Carolina|Northampton|9298|636|6.84
North Carolina|Onslow|6516|144|2.21
North Carolina|Orange|22726|2042|8.99
North Carolina|Pamlico|711|0|0
North Carolina|Pasquotank|5908|482|8.16
North Carolina|Pender|4359|49|1.12
North Carolina|Perquimans|1409|101|7.17
North Carolina|Person|2928|55|1.88
North Carolina|Pitt|18380|144|0.78
North Carolina|Polk|2415|156|6.46
North Carolina|Randolph|34863|665|1.91
North Carolina|Richmond|8228|187|2.27
North Carolina|Robeson|39107|1042|2.66
North Carolina|Rockingham|4857|157|3.23
North Carolina|Rowan|40726|2003|4.92
North Carolina|Rutherford|11407|456|4
North Carolina|Sampson|23389|130|0.56
North Carolina|Scotland|4212|1|0.02
North Carolina|Stanly|4959|278|5.61
North Carolina|Stokes|3213|2|0.06
North Carolina|Surry|9894|77|0.78
North Carolina|Swain|897|0|0
North Carolina|Transylvania|837|19|2.27
North Carolina|Tyrrell|288|0|0
North Carolina|Union|29811|1100|3.69
North Carolina|Vance|15580|1148|7.37
North Carolina|Wake|115816|1922|1.66
North Carolina|Warren|3631|62|1.71
North Carolina|Washington|1998|199|9.96
North Carolina|Watauga|1488|0|0
North Carolina|Wayne|66037|1025|1.55
North Carolina|Wilkes|21991|219|1
North Carolina|Wilson|20851|654|3.14
North Carolina|Yadkin|8245|130|1.58
North Carolina|Yancey|784|0|0
North Dakota|Barnes|432|0|0
North Dakota|Benson|85|0|0
North Dakota|Billings|3|0|0
North Dakota|Bottineau|104|0|0
North Dakota|Bowman|77|0|0
North Dakota|Burke|325|0|0
North Dakota|Burleigh|8839|0|0
North Dakota|Cass|84049|2480|2.95
North Dakota|Cavalier|4|0|0
North Dakota|Dickey|47|0|0
North Dakota|Divide|87|0|0
North Dakota|Dunn|767|0|0
North Dakota|Eddy|217|0|0
North Dakota|Emmons|187|77|41.18
North Dakota|Foster|90|0|0
North Dakota|Grand Forks|19524|151|0.77
North Dakota|Grant|127|0|0
North Dakota|Griggs|34|0|0
North Dakota|Kidder|27|0|0
North Dakota|LaMoure|125|0|0
North Dakota|McHenry|138|85|61.59
North Dakota|McIntosh|89|0|0
North Dakota|McKenzie|1147|0|0
North Dakota|McLean|460|0|0
North Dakota|Mercer|241|0|0
North Dakota|Morton|3537|156|4.41
North Dakota|Mountrail|2885|0|0
North Dakota|Nelson|71|0|0
North Dakota|Oliver|85|0|0
North Dakota|Pembina|318|0|0
North Dakota|Pierce|244|0|0
North Dakota|Ramsey|502|36|7.17
North Dakota|Ransom|411|0|0
North Dakota|Renville|101|0|0
North Dakota|Richland|1177|0|0
North Dakota|Rolette|278|0|0
North Dakota|Sargent|189|0|0
North Dakota|Sheridan|17|0|0
North Dakota|Sioux|187|0|0
North Dakota|Slope|236|0|0
North Dakota|Stark|4323|149|3.45
North Dakota|Steele|37|0|0
North Dakota|Stutsman|1576|2|0.13
North Dakota|Traill|525|0|0
North Dakota|Unknown|100|98|98
North Dakota|Walsh|764|0|0
North Dakota|Ward|2649|72|2.72
North Dakota|Wells|232|0|0
North Dakota|Williams|1411|0|0
Northern Mariana Islands|Unknown|1574|160|10.17
Ohio|Adams|603|36|5.97
Ohio|Allen|12015|1905|15.86
Ohio|Ashland|1237|0|0
Ohio|Ashtabula|17148|1761|10.27
Ohio|Athens|873|85|9.74
Ohio|Auglaize|3949|204|5.17
Ohio|Belmont|21495|766|3.56
Ohio|Brown|1628|84|5.16
Ohio|Butler|46263|1367|2.95
Ohio|Carroll|2014|129|6.41
Ohio|Champaign|1634|74|4.53
Ohio|Clark|14761|299|2.03
Ohio|Clermont|11524|294|2.55
Ohio|Clinton|2873|3|0.1
Ohio|Columbiana|38009|2819|7.42
Ohio|Coshocton|2272|0|0
Ohio|Crawford|6100|160|2.62
Ohio|Cuyahoga|257458|13362|5.19
Ohio|Darke|9727|1293|13.29
Ohio|Defiance|2106|94|4.46
Ohio|Delaware|19624|625|3.18
Ohio|Erie|8549|606|7.09
Ohio|Fairfield|16652|339|2.04
Ohio|Fayette|2146|0|0
Ohio|Franklin|325461|13066|4.01
Ohio|Fulton|2465|0|0
Ohio|Gallia|564|91|16.13
Ohio|Geauga|16595|1652|9.95
Ohio|Greene|6101|342|5.61
Ohio|Guernsey|1957|56|2.86
Ohio|Hamilton|151668|8171|5.39
Ohio|Hancock|3362|75|2.23
Ohio|Hardin|3269|78|2.39
Ohio|Harrison|519|3|0.58
Ohio|Henry|815|0|0
Ohio|Highland|1386|50|3.61
Ohio|Hocking|3099|211|6.81
Ohio|Holmes|2344|104|4.44
Ohio|Huron|3524|86|2.44
Ohio|Jackson|709|0|0
Ohio|Jefferson|4107|110|2.68
Ohio|Knox|1653|82|4.96
Ohio|Lake|18404|733|3.98
Ohio|Lawrence|2075|2|0.1
Ohio|Licking|14742|576|3.91
Ohio|Logan|2177|0|0
Ohio|Lorain|42979|3283|7.64
Ohio|Lucas|131249|13027|9.93
Ohio|Madison|7803|392|5.02
Ohio|Mahoning|86740|10075|11.62
Ohio|Marion|164313|1250|0.76
Ohio|Medina|19767|1418|7.17
Ohio|Meigs|311|0|0
Ohio|Mercer|9402|273|2.9
Ohio|Miami|20926|2127|10.16
Ohio|Monroe|3125|454|14.53
Ohio|Montgomery|41222|960|2.33
Ohio|Morgan|351|0|0
Ohio|Morrow|5766|57|0.99
Ohio|Muskingum|2560|21|0.82
Ohio|Noble|377|0|0
Ohio|Ottawa|5057|589|11.65
Ohio|Paulding|799|0|0
Ohio|Perry|1198|49|4.09
Ohio|Pickaway|127061|1834|1.44
Ohio|Pike|429|0|0
Ohio|Portage|21332|3444|16.14
Ohio|Preble|2344|76|3.24
Ohio|Putnam|5240|754|14.39
Ohio|Richland|11250|181|1.61
Ohio|Ross|4091|94|2.3
Ohio|Sandusky|4307|589|13.68
Ohio|Scioto|981|0|0
Ohio|Seneca|1403|123|8.77
Ohio|Shelby|2870|120|4.18
Ohio|Stark|42248|5151|12.19
Ohio|Summit|78005|8300|10.64
Ohio|Trumbull|34128|2830|8.29
Ohio|Tuscarawas|17143|194|1.13
Ohio|Union|2821|26|0.92
Ohio|Unknown|2|0|0
Ohio|Van Wert|439|0|0
Ohio|Vinton|928|55|5.93
Ohio|Warren|21384|1062|4.97
Ohio|Washington|7659|1073|14.01
Ohio|Wayne|15074|2823|18.73
Ohio|Williams|3029|69|2.28
Ohio|Wood|16790|2486|14.81
Ohio|Wyandot|2447|170|6.95
Oklahoma|Adair|5556|242|4.36
Oklahoma|Alfalfa|71|0|0
Oklahoma|Atoka|228|0|0
Oklahoma|Beaver|1293|0|0
Oklahoma|Beckham|420|0|0
Oklahoma|Blaine|318|0|0
Oklahoma|Bryan|1682|63|3.75
Oklahoma|Caddo|8322|576|6.92
Oklahoma|Canadian|9015|226|2.51
Oklahoma|Carter|1755|57|3.25
Oklahoma|Cherokee|2453|77|3.14
Oklahoma|Choctaw|2610|26|1
Oklahoma|Cimarron|63|0|0
Oklahoma|Cleveland|35727|2507|7.02
Oklahoma|Coal|127|0|0
Oklahoma|Comanche|14923|172|1.15
Oklahoma|Cotton|399|107|26.82
Oklahoma|Craig|984|0|0
Oklahoma|Creek|6850|475|6.93
Oklahoma|Custer|1460|0|0
Oklahoma|Delaware|7021|951|13.55
Oklahoma|Dewey|185|0|0
Oklahoma|Ellis|2|0|0
Oklahoma|Garfield|1854|74|3.99
Oklahoma|Garvin|1418|55|3.88
Oklahoma|Grady|4970|161|3.24
Oklahoma|Grant|154|0|0
Oklahoma|Greer|4846|487|10.05
Oklahoma|Harper|66|0|0
Oklahoma|Haskell|348|0|0
Oklahoma|Hughes|71|0|0
Oklahoma|Jackson|1554|98|6.31
Oklahoma|Jefferson|211|0|0
Oklahoma|Johnston|246|0|0
Oklahoma|Kay|4334|487|11.24
Oklahoma|Kingfisher|747|0|0
Oklahoma|Kiowa|383|0|0
Oklahoma|Latimer|409|80|19.56
Oklahoma|Le Flore|975|46|4.72
Oklahoma|Lincoln|1395|101|7.24
Oklahoma|Logan|1341|55|4.1
Oklahoma|Love|722|0|0
Oklahoma|Major|351|70|19.94
Oklahoma|Marshall|497|0|0
Oklahoma|Mayes|2343|284|12.12
Oklahoma|McClain|5967|151|2.53
Oklahoma|McCurtain|3767|36|0.96
Oklahoma|McIntosh|674|35|5.19
Oklahoma|Murray|273|0|0
Oklahoma|Muskogee|3306|431|13.04
Oklahoma|Noble|705|0|0
Oklahoma|Nowata|1633|14|0.86
Oklahoma|Okfuskee|219|0|0
Oklahoma|Oklahoma|82845|3499|4.22
Oklahoma|Okmulgee|1674|0|0
Oklahoma|Osage|6814|612|8.98
Oklahoma|Ottawa|2569|102|3.97
Oklahoma|Pawnee|2607|167|6.41
Oklahoma|Payne|4760|59|1.24
Oklahoma|Pittsburg|2598|177|6.81
Oklahoma|Pontotoc|1069|123|11.51
Oklahoma|Pottawatomie|4134|290|7.01
Oklahoma|Pushmataha|182|0|0
Oklahoma|Rogers|5311|300|5.65
Oklahoma|Seminole|1491|145|9.73
Oklahoma|Sequoyah|1133|222|19.59
Oklahoma|Stephens|2301|82|3.56
Oklahoma|Texas|40521|266|0.66
Oklahoma|Tillman|1131|42|3.71
Oklahoma|Tulsa|69418|3199|4.61
Oklahoma|Wagoner|10520|1116|10.61
Oklahoma|Washington|20874|1937|9.28
Oklahoma|Washita|77|0|0
Oklahoma|Woods|227|0|0
Oklahoma|Woodward|283|0|0
Oregon|Baker|50|0|0
Oregon|Benton|3689|362|9.81
Oregon|Clackamas|22871|767|3.35
Oregon|Clatsop|2207|0|0
Oregon|Columbia|1246|0|0
Oregon|Coos|1727|0|0
Oregon|Crook|264|0|0
Oregon|Curry|389|0|0
Oregon|Deschutes|8010|0|0
Oregon|Douglas|1998|0|0
Oregon|Grant|95|0|0
Oregon|Harney|56|0|0
Oregon|Hood River|1922|0|0
Oregon|Jackson|4788|0|0
Oregon|Jefferson|2143|0|0
Oregon|Josephine|1846|73|3.95
Oregon|Klamath|3308|0|0
Oregon|Lake|92|0|0
Oregon|Lane|5113|181|3.54
Oregon|Lincoln|3814|1|0.03
Oregon|Linn|8148|602|7.39
Oregon|Malheur|1565|16|1.02
Oregon|Marion|59036|1711|2.9
Oregon|Morrow|854|2|0.23
Oregon|Multnomah|75103|3822|5.09
Oregon|Polk|6148|523|8.51
Oregon|Sherman|79|0|0
Oregon|Tillamook|472|0|0
Oregon|Umatilla|7303|140|1.92
Oregon|Union|2270|0|0
Oregon|Unknown|173|0|0
Oregon|Wallowa|156|0|0
Oregon|Wasco|1644|58|3.53
Oregon|Washington|50729|1116|2.2
Oregon|Yamhill|4701|549|11.68
Pennsylvania|Adams|14226|411|2.89
Pennsylvania|Allegheny|124043|9217|7.43
Pennsylvania|Armstrong|4125|251|6.08
Pennsylvania|Beaver|36076|4732|13.12
Pennsylvania|Bedford|2422|108|4.46
Pennsylvania|Berks|245567|15553|6.33
Pennsylvania|Blair|2709|36|1.33
Pennsylvania|Bradford|2919|249|8.53
Pennsylvania|Bucks|299857|26253|8.76
Pennsylvania|Butler|16222|678|4.18
Pennsylvania|Cambria|3254|151|4.64
Pennsylvania|Cameron|136|0|0
Pennsylvania|Carbon|15487|1309|8.45
Pennsylvania|Centre|9734|303|3.11
Pennsylvania|Chester|159091|14256|8.96
Pennsylvania|Clarion|1858|102|5.49
Pennsylvania|Clearfield|2352|0|0
Pennsylvania|Clinton|3063|81|2.64
Pennsylvania|Columbia|22800|1662|7.29
Pennsylvania|Crawford|1843|0|0
Pennsylvania|Cumberland|36069|2589|7.18
Pennsylvania|Dauphin|72774|3927|5.4
Pennsylvania|Delaware|381567|30299|7.94
Pennsylvania|Elk|361|11|3.05
Pennsylvania|Erie|15680|275|1.75
Pennsylvania|Fayette|6610|289|4.37
Pennsylvania|Forest|532|0|0
Pennsylvania|Franklin|39449|1599|4.05
Pennsylvania|Fulton|743|37|4.98
Pennsylvania|Greene|2148|15|0.7
Pennsylvania|Huntingdon|10993|99|0.9
Pennsylvania|Indiana|5798|317|5.47
Pennsylvania|Jefferson|647|11|1.7
Pennsylvania|Juniata|6570|170|2.59
Pennsylvania|Lackawanna|90586|9286|10.25
Pennsylvania|Lancaster|186203|17129|9.2
Pennsylvania|Lawrence|5576|538|9.65
Pennsylvania|Lebanon|62011|1589|2.56
Pennsylvania|Lehigh|246871|11408|4.62
Pennsylvania|Luzerne|183516|8417|4.59
Pennsylvania|Lycoming|8832|665|7.53
Pennsylvania|McKean|669|47|7.03
Pennsylvania|Mercer|6559|229|3.49
Pennsylvania|Mifflin|3452|36|1.04
Pennsylvania|Monroe|94181|5632|5.98
Pennsylvania|Montgomery|426669|37877|8.88
Pennsylvania|Montour|4046|3|0.07
Pennsylvania|Northampton|190401|11437|6.01
Pennsylvania|Northumberland|10868|114|1.05
Pennsylvania|Perry|3347|155|4.63
Pennsylvania|Philadelphia|1369535|71806|5.24
Pennsylvania|Pike|32013|1248|3.9
Pennsylvania|Potter|484|0|0
Pennsylvania|Schuylkill|37064|1573|4.24
Pennsylvania|Snyder|2960|87|2.94
Pennsylvania|Somerset|2389|41|1.72
Pennsylvania|Sullivan|144|0|0
Pennsylvania|Susquehanna|7479|853|11.41
Pennsylvania|Tioga|1277|136|10.65
Pennsylvania|Union|3790|66|1.74
Pennsylvania|Venango|739|0|0
Pennsylvania|Warren|205|29|14.15
Pennsylvania|Washington|9780|286|2.92
Pennsylvania|Wayne|8310|436|5.25
Pennsylvania|Westmoreland|31494|2360|7.49
Pennsylvania|Wyoming|2058|313|15.21
Pennsylvania|York|62763|1412|2.25
Puerto Rico|Unknown|229277|8287|3.61
Rhode Island|Bristol|12646|343|2.71
Rhode Island|Kent|59860|3006|5.02
Rhode Island|Newport|14659|204|1.39
Rhode Island|Providence|618518|24714|4
Rhode Island|Unknown|115286|6456|5.6
Rhode Island|Washington|29499|2307|7.82
South Carolina|Abbeville|2928|0|0
South Carolina|Aiken|11406|485|4.25
South Carolina|Allendale|1900|156|8.21
South Carolina|Anderson|16922|601|3.55
South Carolina|Bamberg|1654|0|0
South Carolina|Barnwell|2539|39|1.54
South Carolina|Beaufort|28381|891|3.14
South Carolina|Berkeley|17730|953|5.38
South Carolina|Calhoun|1205|84|6.97
South Carolina|Charleston|51025|755|1.48
South Carolina|Cherokee|2770|137|4.95
South Carolina|Chester|4492|23|0.51
South Carolina|Chesterfield|9964|198|1.99
South Carolina|Clarendon|18922|2057|10.87
South Carolina|Colleton|6061|576|9.5
South Carolina|Darlington|15747|429|2.72
South Carolina|Dillon|8436|127|1.51
South Carolina|Dorchester|11430|188|1.64
South Carolina|Edgefield|2998|116|3.87
South Carolina|Fairfield|9123|654|7.17
South Carolina|Florence|36563|1981|5.42
South Carolina|Georgetown|5886|204|3.47
South Carolina|Greenville|103953|3246|3.12
South Carolina|Greenwood|8682|103|1.19
South Carolina|Hampton|2337|27|1.16
South Carolina|Horry|36925|1627|4.41
South Carolina|Jasper|2515|106|4.21
South Carolina|Kershaw|24351|907|3.72
South Carolina|Lancaster|10728|343|3.2
South Carolina|Laurens|5099|193|3.79
South Carolina|Lee|10665|855|8.02
South Carolina|Lexington|45821|1881|4.11
South Carolina|Marion|4212|256|6.08
South Carolina|Marlboro|8155|72|0.88
South Carolina|McCormick|579|77|13.3
South Carolina|Newberry|3720|93|2.5
South Carolina|Oconee|3449|3|0.09
South Carolina|Orangeburg|12434|191|1.54
South Carolina|Pickens|10244|154|1.5
South Carolina|Richland|100550|3736|3.72
South Carolina|Saluda|7317|25|0.34
South Carolina|Spartanburg|37961|1302|3.43
South Carolina|Sumter|27077|1052|3.89
South Carolina|Union|2560|0|0
South Carolina|Williamsburg|12047|579|4.81
South Carolina|York|26421|460|1.74
South Dakota|Aurora|981|0|0
South Dakota|Beadle|12067|243|2.01
South Dakota|Bennett|14|0|0
South Dakota|Bon Homme|475|0|0
South Dakota|Brookings|1363|0|0
South Dakota|Brown|12602|39|0.31
South Dakota|Brule|150|0|0
South Dakota|Buffalo|1024|0|0
South Dakota|Charles Mix|1024|0|0
South Dakota|Clark|289|0|0
South Dakota|Clay|1575|0|0
South Dakota|Codington|1996|0|0
South Dakota|Corson|288|0|0
South Dakota|Custer|45|0|0
South Dakota|Davison|1067|107|10.03
South Dakota|Day|615|0|0
South Dakota|Deuel|87|0|0
South Dakota|Dewey|45|0|0
South Dakota|Douglas|133|0|0
South Dakota|Edmunds|82|0|0
South Dakota|Fall River|248|0|0
South Dakota|Faulk|337|0|0
South Dakota|Grant|485|0|0
South Dakota|Gregory|23|0|0
South Dakota|Hamlin|314|0|0
South Dakota|Hand|154|0|0
South Dakota|Hanson|56|0|0
South Dakota|Hughes|1153|0|0
South Dakota|Hutchinson|344|0|0
South Dakota|Hyde|100|0|0
South Dakota|Jackson|125|4|3.2
South Dakota|Jerauld|1373|60|4.37
South Dakota|Kingsbury|94|0|0
South Dakota|Lake|540|14|2.59
South Dakota|Lawrence|850|0|0
South Dakota|Lincoln|14233|6|0.04
South Dakota|Lyman|935|0|0
South Dakota|Marshall|194|0|0
South Dakota|McCook|414|75|18.12
South Dakota|McPherson|92|0|0
South Dakota|Meade|913|18|1.97
South Dakota|Mellette|17|0|0
South Dakota|Miner|119|0|0
South Dakota|Minnehaha|195413|2312|1.18
South Dakota|Moody|925|0|0
South Dakota|Oglala Lakota|1268|0|0
South Dakota|Pennington|10571|160|1.51
South Dakota|Roberts|1607|0|0
South Dakota|Sanborn|528|0|0
South Dakota|Spink|318|0|0
South Dakota|Stanley|531|0|0
South Dakota|Sully|72|0|0
South Dakota|Todd|1391|27|1.94
South Dakota|Tripp|233|0|0
South Dakota|Turner|1391|0|0
South Dakota|Union|4416|12|0.27
South Dakota|Walworth|363|0|0
South Dakota|Yankton|3115|0|0
South Dakota|Ziebach|67|0|0
Tennessee|Anderson|2859|95|3.32
Tennessee|Bedford|17475|235|1.34
Tennessee|Benton|525|61|11.62
Tennessee|Bledsoe|36969|42|0.11
Tennessee|Blount|6076|231|3.8
Tennessee|Bradley|9023|90|1
